"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","type","C.N"
"AMELAE13_HF","HF","amelae",1.84848484848485,2.529987812,49.10111618,2.5,1.8,NA,NA,0.0382471288456702,NA,NA
"AROMEL02_HF","HF","aromel",0.523809523809524,2.563307524,47.5817337,0.5,1,NA,NA,0.0378585809915507,NA,NA
"AROMEL03_HF","HF","aromel",0.488888888888889,2.48521328,47.17057419,0.4,1,NA,NA,0.0319021666888209,NA,NA
"AROMEL04_HF","HF","aromel",0.608695652173913,3.207069874,48.27163315,0.9,1,NA,NA,0.0516112675546219,NA,NA
"AROMEL06_HF","HF","aromel",0.626373626373626,3.37479496,47.70635605,0.2,1,NA,NA,0.036509141889129,NA,NA
"AROMEL08_HF","HF","aromel",0.55,2.353056669,45.97199249,1.2,1,NA,NA,0.0606603612429099,NA,NA
"AROMEL11_HF","HF","aromel",0.609022556390977,2.166918278,47.78806686,2.5,1.1,1,NA,0.0473709142586452,NA,NA
"BETALL10_HF","HF","betall",0.522875816993464,4.319714546,45.73018646,3.49,7,NA,NA,0.0211415677817883,NA,NA
"BETALL16_HF","HF","betall",0.576388888888889,2.865850449,46.23198318,2.84,13,NA,NA,0.0219132236344077,NA,NA
"BETALL17_HF","HF","betall",0.570552147239264,2.959652424,46.20450592,2.34,9.6,NA,NA,0.0283311597787471,NA,NA
"BETALL18_HF","HF","betall",0.560606060606061,2.242072821,46.01323318,2.1,4.3,NA,NA,0.0303664580780201,NA,NA
"BETALL19_HF","HF","betall",0.5,2.424380779,46.39881516,1.49,5.5,NA,NA,0.0264217292301188,NA,NA
"BETALL20_HF","HF","betall",0.572614107883817,2.639255285,45.38018799,1.05,4.2,NA,NA,0.0231634089410758,NA,NA
"BETALL21_HF","HF","betall",0.573770491803279,3.002215147,45.81472015,1.22,3.5,NA,NA,0.0212192585991045,NA,NA
"BETALL22_HF","HF","betall",0.6125,2.718388081,45.65085983,1.44,6.7,NA,NA,0.0243923132397234,NA,NA
"BETLEN04_HF","HF","betlen",0.552631578947368,2.616669655,47.3759346,1.4,3.25,NA,NA,0.0192067607797945,NA,NA
"BETLEN05_HF","HF","betlen",0.588235294117647,2.688756704,48.11897278,12,8.5,NA,NA,0.0206737933826633,NA,NA
"BETLEN06_HF","HF","betlen",0.509090909090909,2.50052309,49.41156769,8.5,4.5,NA,NA,0.0286134578630149,NA,NA
"BETLEN08_HF","HF","betlen",0.580645161290323,2.48957634,48.42408752,20.75,11.3,NA,NA,0.0202560672654309,NA,NA
"BETLEN10_HF","HF","betlen",0.55,2.445852041,48.85346222,20,12,NA,NA,0.0260959117958181,NA,NA
"BETLEN11_HF","HF","betlen",0.430379746835443,2.78061986,47.9773674,14.25,10.5,NA,NA,0.0279812880062741,NA,NA
"BETPAP06_HF","HF","betpap",0.624434389140271,2.195128202,50.11785889,9.75,6.5,NA,NA,0.0412371134020619,NA,NA
"BETPAP08_HF","HF","betpap",0.511551155115512,2.480232716,49.40662766,6.5,5,NA,NA,0.048066673127241,NA,NA
"BETPAP09_HF","HF","betpap",0.637795275590551,2.604366541,50.72706223,8,4.5,NA,NA,0.041236398918844,NA,NA
"BETPAP13_HF","HF","betpap",0.752577319587629,2.581919909,48.29288483,8.5,4,NA,NA,0.0414416429309109,NA,NA
"BETPAP14_HF","HF","betpap",0.445283018867925,2.673125267,48.20022202,4,4,NA,NA,0.0442864152217825,NA,NA
"BETPAP15_HF","HF","betpap",0.701906412478336,1.881418705,47.0825119,7.49,9.4,NA,NA,0.0392845993847751,NA,NA
"CORALT02_HF","HF","coralt",0.547945205479452,2.261465311,45.30215454,NA,1,NA,NA,0.028792859370876,NA,NA
"CORALT10_HF","HF","coralt",0.815789473684211,1.611185193,44.774189,1.3,1,NA,NA,0.0259006221905019,NA,NA
"CORALT11_HF","HF","coralt",0.611111111111111,1.655460596,44.89468765,1.2,1,NA,NA,0.0248921340856289,NA,NA
"CORALT12_HF","HF","coralt",0.607142857142857,1.658371091,45.20316696,1,1,NA,NA,0.0241075326266134,NA,NA
"CORALT13_HF","HF","coralt",0.594594594594595,1.210388899,45.22094345,1.9,1,NA,NA,0.0338202965892966,NA,NA
"CORALT14_HF","HF","coralt",0.592592592592593,1.511611342,44.34325409,0.7,1,NA,NA,0.0288078776450869,NA,NA
"CORCOR01_HF","HF","corcor",0.520833333333333,1.944244742,34.94711685,1.5,1,1,NA,0.0243359755249618,NA,NA
"CORCOR06_HF","HF","corcor",0.459770114942529,2.508362055,48.61764526,1.4,1,1,NA,0.0265852009048296,NA,NA
"CORCOR07_HF","HF","corcor",0.464788732394366,2.860642195,48.55934906,1.6,1,NA,NA,0.0294791518959946,NA,NA
"CORCOR08_HF","HF","corcor",0.458333333333333,2.750686407,48.59108353,2,1,1,1,0.0295510805416842,NA,NA
"CORCOR09_HF","HF","corcor",0.58,2.358239889,48.54636002,2.1,1,1,NA,0.0355676835525702,NA,NA
"CORCOR10_HF","HF","corcor",0.581081081081081,2.446088314,48.31386566,1.9,1.3,NA,NA,0.0329618260851651,NA,NA
"FAGGRA02_HF","HF","faggra",0.648854961832061,2.618942738,47.70043182,1.18,2.5,1.5,NA,0.0219915924450422,NA,NA
"FAGGRA03_HF","HF","faggra",0.694158075601375,2.325170994,47.73727417,2.42,6,NA,NA,0.0277063569465378,NA,NA
"FAGGRA08_HF","HF","faggra",0.711229946524064,2.48933959,47.46440887,2.29,8,NA,NA,0.024454001180538,NA,NA
"FAGGRA09_HF","HF","faggra",0.776923076923077,2.422856092,47.18852997,0.7,3.3,NA,NA,0.0234910890468882,NA,NA
"FAGGRA10_HF","HF","faggra",0.992673992673993,2.046210051,46.95327759,2.07,6.3,NA,NA,0.026020035427279,NA,NA
"FAGGRA11_HF","HF","faggra",0.646666666666667,2.111629963,47.15469742,2.38,8,3.9,NA,0.0265857022863704,NA,NA
"FRAAME05_HF","HF","fraame",0.282608695652174,1.802213073,44.00250244,16.5,12.2,NA,NA,0.0224537864415789,NA,NA
"FRAAME06_HF","HF","fraame",0.397058823529412,2.225749493,43.85813141,12,5.8,NA,NA,0.0346903705611078,NA,NA
"FRAAME08_HF","HF","fraame",0.46969696969697,2.417243481,45.76403046,6.25,2.9,NA,NA,0.0243905364718489,NA,NA
"FRAAME09_HF","HF","fraame",0.415492957746479,2.661219835,46.78158188,4,2.25,NA,NA,0.0202667233691933,NA,NA
"FRAAME12_HF","HF","fraame",0.638888888888889,2.782373667,47.16641235,6.5,4,NA,NA,0.0228271414712093,NA,NA
"FRAAME13_HF","HF","fraame",0.570093457943925,2.469879866,46.76470184,4,1.7,NA,NA,0.0138694331562669,NA,NA
"FRANIG01_HF","HF","franig",0.453038674033149,3.689596176,46.70792389,8.55,5.2,NA,NA,0.0268864727894163,NA,NA
"FRANIG04_HF","HF","franig",0.586206896551724,3.890736341,46.71618271,9,6.5,NA,NA,0.0211990725405764,NA,NA
"FRANIG06_HF","HF","franig",0.41566265060241,3.864565611,47.35069656,6.5,5,NA,NA,0.0218964996255699,NA,NA
"FRANIG07_HF","HF","franig",0.470588235294118,2.88999033,47.48239517,10.5,4,NA,NA,0.0225330035024125,NA,NA
"FRANIG08_HF","HF","franig",0.497872340425532,3.311736345,46.67733765,7,5.5,NA,NA,0.0325487051276004,NA,NA
"FRANIG10_HF","HF","franig",0.45679012345679,3.420879364,46.46677399,12.5,8.5,NA,NA,0.0270771563570394,NA,NA
"HAMVIR07_HF","HF","hamvir",0.533864541832669,1.783855915,47.97997665,4,3,NA,NA,0.0346525266922529,NA,NA
"HAMVIR08_HF","HF","hamvir",0.611111111111111,2.451174974,46.45710754,2,2,NA,NA,0.0241893590612942,NA,NA
"HAMVIR09_HF","HF","hamvir",0.65,2.131229162,46.87605286,2.5,2,NA,NA,0.0253719833212594,NA,NA
"HAMVIR10_HF","HF","hamvir",0.612903225806452,1.873366594,46.31808472,3.5,2,NA,NA,0.0232018561484919,NA,NA
"HAMVIR11_HF","HF","hamvir",0.554054054054054,1.890645862,46.52837753,1.89,3.9,3.6,2.3,0.0237375575635771,NA,NA
"HAMVIR12_HF","HF","hamvir",0.592105263157895,2.033782005,46.81144714,1.4,7.3,NA,NA,0.0275052372986089,NA,NA
"ILEMUC01_HF","HF","ilemuc",0.62962962962963,1.825821042,49.16009521,4.25,3.2,1.5,NA,0.041344194042084,NA,NA
"ILEMUC02_HF","HF","ilemuc",0.7,2.328124523,50.36158371,7.34,3.5,NA,NA,0.034735144523012,NA,NA
"ILEMUC03_HF","HF","ilemuc",0.547945205479452,2.209220648,51.63713074,3,2,NA,NA,0.0280148879118617,NA,NA
"ILEMUC05_HF","HF","ilemuc",0.529605263157895,1.633462906,50.42482376,2.5,3,NA,NA,0.0569847798833366,NA,NA
"ILEMUC06_HF","HF","ilemuc",0.769784172661871,1.6465801,47.47481537,3.5,2.6,1.6,1.5,0.0570454353928032,NA,NA
"ILEMUC07_HF","HF","ilemuc",0.623529411764706,2.109172821,51.49201965,2.5,1.25,NA,NA,0.0509093952242803,NA,NA
"ILEMUC09_HF","HF","ilemuc",0.514227642276423,1.723326564,50.40484238,2,1.2,NA,NA,0.0325381331047728,NA,NA
"KALANG05_HF","HF","kalang",0.560606060606061,1.513112903,51.67762756,NA,NA,NA,NA,0.0698579197386239,NA,NA
"KALANG06_HF","HF","kalang",0.67741935483871,2.791419983,52.9262619,0.4,1,NA,NA,0.0361925443358668,NA,NA
"KALANG07_HF","HF","kalang",0.574803149606299,3.329591036,53.84366226,0.5,1,NA,NA,0.0328005073145131,NA,NA
"KALANG09_HF","HF","kalang",0.777777777777778,3.439980507,51.08095169,0.6,1,NA,NA,0.0305576776165011,NA,NA
"KALANG11_HF","HF","kalang",0.596491228070176,2.227695227,53.59646988,0.6,1,1,1,0.0413287182931239,NA,NA
"KALANG12_HF","HF","kalang",0.538461538461538,3.174158812,52.24451065,0.5,1,1,NA,0.0475601636069628,NA,NA
"KALANG14_HF","HF","kalang",0.71875,2.732986212,53.72132492,0.9,1,NA,NA,0.0457200914401829,NA,NA
"LONCAN01_HF","HF","loncan",0.583333333333333,1.567272782,46.31878281,2.3,1.3,NA,NA,0.025178581420072,NA,NA
"LONCAN02_HF","HF","loncan",0.639344262295082,1.409125924,45.40343475,NA,NA,NA,NA,0.0250502396472926,NA,NA
"LONCAN04_HF","HF","loncan",0.416666666666667,1.548194766,46.05945206,NA,NA,NA,NA,0.0262566735711993,NA,NA
"LONCAN05_HF","HF","loncan",0.482758620689655,1.543171763,46.7317543,NA,NA,NA,NA,0.0264951351987871,NA,NA
"LONCAN06_HF","HF","loncan",0.72,1.801860929,46.11840439,NA,NA,NA,NA,0.0303359118858436,NA,NA
"LONCAN07_HF","HF","loncan",0.560975609756098,1.688868761,46.67712402,1.2,1,NA,NA,0.0262154644580508,NA,NA
"LYOLIG01_HF","HF","lyolig",0.602739726027397,2.236197948,49.87113953,2.6,1.9,1,2,0.0445027265337123,NA,NA
"LYOLIG05_HF","HF","lyolig",0.5125,2.104744196,50.56946564,3,1.5,NA,NA,0.0208983438062534,NA,NA
"LYOLIG06_HF","HF","lyolig",0.4375,1.749516964,50.00597763,2,1.5,NA,NA,0.069432390210033,NA,NA
"LYOLIG07_HF","HF","lyolig",0.46218487394958,2.196120739,49.16388702,2.5,3.5,NA,NA,0.0504808625755595,NA,NA
"LYOLIG08_HF","HF","lyolig",0.491379310344828,2.223405123,49.99268723,2.5,1.75,NA,NA,0.0460682720416776,NA,NA
"LYOLIG09_HF","HF","lyolig",0.433673469387755,2.323931456,48.31470108,3,2.5,NA,NA,0.0488359916223619,NA,NA
"LYOLIG10_HF","HF","lyolig",0.536363636363636,2.385505438,48.70483398,NA,NA,NA,NA,0.0459852622842338,NA,NA
"MYRGAL01.1_HF","HF","myrgal",0.475247524752475,3.471769571,51.01757431,0.7,1,NA,NA,0.047433216187663,NA,NA
"MYRGAL01.2_HF","HF","myrgal",0.396039603960396,3.815717697,50.72406387,NA,NA,NA,NA,0.0358438355771574,NA,NA
"MYRGAL03_HF","HF","myrgal",0.428571428571429,4.403170109,49.93722534,0.6,1,1,NA,0.0302271761205309,NA,NA
"MYRGAL06_HF","HF","myrgal",0.549019607843137,3.751157522,50.0237999,0.7,1,NA,NA,0.0329951332178504,NA,NA
"MYRGAL09_HF","HF","myrgal",0.66,3.172079325,48.76380539,1.2,1,NA,NA,0.0300507858280494,NA,NA
"MYRGAL10_HF","HF","myrgal",0.923076923076923,2.87153101,50.81995773,0.3,1,NA,NA,0.0442402586353582,NA,NA
"MYRGAL11_HF","HF","myrgal",0.428571428571428,3.214956522,50.96614838,0.6,1,NA,NA,0.0469163968207242,NA,NA
"NYSSYL01_HF","HF","nyssyl",0.387096774193548,1.976266384,46.72917938,15.08,17,NA,NA,0.031764970210656,NA,NA
"NYSSYL03_HF","HF","nyssyl",0.537102473498233,2.433681726,47.10266113,14.16,9.1,NA,NA,0.0292422950671131,NA,NA
"NYSSYL06_HF","HF","nyssyl",0.575757575757576,2.305947065,46.67755508,10.59,8.9,NA,NA,0.0245979507362421,NA,NA
"NYSSYL08_HF","HF","nyssyl",0.461538461538462,2.248521566,46.04404831,11.58,9.4,NA,NA,0.02467821915801,NA,NA
"NYSSYL10_HF","HF","nyssyl",0.647887323943662,1.846262693,46.05234528,15.08,17.4,NA,NA,0.0277415718462677,NA,NA
"NYSSYL13_HF","HF","nyssyl",0.924528301886792,2.009466887,46.52241516,5,10.5,NA,NA,0.0234784267497542,NA,NA
"POPGRA02_HF","HF","popgra",0.448275862068966,3.022876024,49.55108261,NA,2.1,NA,NA,0.0510114528939401,NA,NA
"POPGRA03_HF","HF","popgra",0.550094517958412,2.332564592,50.57196045,NA,NA,NA,NA,0.0528534124044271,NA,NA
"POPTRE01_HF","HF","poptre",0.397959183673469,3.22441411,56.98085785,NA,2.5,NA,NA,0.0476099790516092,NA,NA
"POPTRE02_HF","HF","poptre",0.416,2.431094646,45.00827026,5.75,5.5,NA,NA,0.0781992228094786,NA,NA
"POPTRE03_HF","HF","poptre",0.422222222222222,3.046844244,43.57683563,5,6,NA,NA,0.0726387935721352,NA,NA
"POPTRE08_HF","HF","poptre",0.49034749034749,1.964876175,49.26511765,6.5,6,NA,NA,0.0674846091552669,NA,NA
"POPTRE09_HF","HF","poptre",0.487106017191977,1.975384235,49.45170212,6.25,3.5,NA,NA,0.0587632778482846,NA,NA
"POPTRE10_HF","HF","poptre",0.527777777777778,2.259425879,49.56411743,6,6,NA,NA,0.0680344424364835,NA,NA
"PRUPEN04_HF","HF","prupen",0.546666666666667,2.291281462,46.99559021,8.95,7.5,NA,NA,0.0300143046898948,NA,NA
"PRUPEN05_HF","HF","prupen",0.522388059701493,2.472475529,49.26036072,3.75,5.4,3.3,NA,0.0488345370978332,NA,NA
"PRUPEN06_HF","HF","prupen",0.439024390243902,3.601196051,48.58512115,2.11,3.3,NA,NA,0.0471349928408171,NA,NA
"PRUPEN07_HF","HF","prupen",0.617283950617284,2.286114931,47.52980804,NA,3.25,NA,NA,0.0331630961066525,NA,NA
"PRUPEN08_HF","HF","prupen",0.816326530612245,2.278058767,48.02922058,NA,3.5,NA,NA,0.040806198130635,NA,NA
"PRUPEN09_HF","HF","prupen",1,2.566465855,49.70500183,NA,2.25,NA,NA,0.0367089227154814,NA,NA
"QUEALB04_HF","HF","quealb",0.538461538461538,2.531682491,48.78381729,NA,NA,NA,NA,0.0311157083869449,NA,NA
"QUEALB08_HF","HF","quealb",0.849056603773585,2.773967266,49.14383698,14.75,15,NA,NA,0.0388500388500388,NA,NA
"QUEALB09_HF","HF","quealb",0.671052631578947,2.348628283,46.99190903,3.7,4,NA,NA,0.0378314715014811,NA,NA
"QUEALB11_HF","HF","quealb",0.237179487179487,2.584941626,49.04432678,12.5,12,NA,NA,0.0323505807551372,NA,NA
"QUEALB12_HF","HF","quealb",0.588957055214724,2.271601677,48.81902695,20.25,17,NA,NA,0.0395542409025246,NA,NA
"QUEALB16_HF","HF","quealb",0.6,3.044150114,48.89342499,NA,NA,NA,NA,0.0347368762782846,NA,NA
"QUERUB15_HF","HF","querub",0.594444444444444,4.147908688,87.92230225,8,5,NA,NA,0.0454198958200991,NA,NA
"QUERUB16_HF","HF","querub",0.627358490566038,2.172255039,47.95192337,5.5,3.25,NA,NA,0.0465595231217311,NA,NA
"QUERUB17_HF","HF","querub",0.555555555555556,NA,NA,5.75,3.25,NA,NA,0.0476752063834592,NA,NA
"QUERUB20_HF","HF","querub",0.807017543859649,2.167461157,49.62044907,20.5,21.8,NA,NA,0.0389708635484882,NA,NA
"QUERUB20.2_HF","HF","querub",0.577889447236181,NA,NA,NA,NA,NA,NA,0.0383680331499806,NA,NA
"QUERUB21_HF","HF","querub",0.571428571428571,2.461913109,48.47438812,NA,NA,NA,NA,0.0407244574451315,NA,NA
"QUERUB22_HF","HF","querub",0.581196581196581,2.481926441,47.12863922,NA,NA,NA,NA,0.035084445273864,NA,NA
"QUERUB23_HF","HF","querub",0.54014598540146,2.381759882,48.75193787,3.75,NA,NA,NA,0.046997011472091,NA,NA
"QUEVEL01_HF","HF","quevel",0.5859375,NA,NA,9.5,NA,NA,NA,0.0432368652868584,NA,NA
"QUEVEL02_HF","HF","quevel",0.712041884816754,4.333220482,97.82620239,8,NA,NA,NA,0.0398777830199277,NA,NA
"QUEVEL03_HF","HF","quevel",0.89247311827957,2.56526804,48.94845963,9.5,NA,NA,NA,0.0360831717107934,NA,NA
"QUEVEL05_HF","HF","quevel",0.333333333333333,2.483369589,48.42616272,14.5,NA,NA,NA,0.0319147460002498,NA,NA
"QUEVEL06_HF","HF","quevel",0.677777777777778,2.049284935,48.87223053,17,NA,NA,NA,0.0433899556868538,NA,NA
"QUEVEL09_HF","HF","quevel",0.597701149425287,2.723025799,48.91296768,2,NA,NA,NA,0.0423172950784986,NA,NA
"RHAFRA01_HF","HF","rhafra",0.315384615384615,3.907124519,47.05502319,2.1,NA,NA,NA,0.0270840961184478,NA,NA
"RHAFRA02_HF","HF","rhafra",0.426470588235294,3.952582836,46.29673386,4,2.6,1.3,1.5,0.0215532105662459,NA,NA
"RHAFRA12_HF","HF","rhafra",0.440251572327044,3.712387562,48.18034744,3,NA,NA,NA,0.03209828368589,NA,NA
"RHAFRA16_HF","HF","rhafra",0.452054794520548,3.877769232,47.22512436,2.2,1.1,1.5,1,0.0339147286821705,NA,NA
"RHAFRA17_HF","HF","rhafra",0.489795918367347,2.813046694,46.98686981,2,NA,NA,NA,0.0321855278209093,NA,NA
"RHAFRA18_HF","HF","rhafra",0.475,3.679952621,46.8162384,1.6,NA,NA,NA,0.0356543901118491,NA,NA
"RHOPRI03_HF","HF","rhopri",0.484848484848485,1.937952161,48.86995697,3.5,NA,NA,NA,0.0433000404133711,NA,NA
"RHOPRI04_HF","HF","rhopri",0.48936170212766,2.011200905,47.63911438,1.8,2.1,1.9,2.3,0.0407366071428571,NA,NA
"RHOPRI05_HF","HF","rhopri",0.507772020725389,2.059035063,47.2963295,3.5,NA,NA,NA,0.0458647728953987,NA,NA
"RHOPRI06_HF","HF","rhopri",0.489795918367347,2.477170229,48.37162781,1.6,NA,NA,NA,0.0281170091990366,NA,NA
"RHOPRI07_HF","HF","rhopri",0.453488372093023,3.789300442,49.54267502,2,NA,NA,NA,0.0182748538011696,NA,NA
"RHOPRI08_HF","HF","rhopri",0.466666666666667,2.31045866,47.59531403,3,NA,NA,NA,0.031381462885059,NA,NA
"SORAME03_HF","HF","sorame",0.45625,3.173479795,46.85252762,2,NA,NA,NA,0.0236850702384842,NA,NA
"SORAME04_HF","HF","sorame",0.454545454545455,2.940295935,46.91142654,2,NA,NA,NA,0.0201459461879393,NA,NA
"SORAME07_HF","HF","sorame",0.472222222222222,2.099788904,43.36279297,3.4,NA,NA,NA,0.0255017468696606,NA,NA
"SORAME08_HF","HF","sorame",0.481818181818182,2.75120306,48.40399551,5.5,NA,NA,NA,0.0307287093942054,NA,NA
"SORAME09_HF","HF","sorame",0.425339366515837,2.45392251,48.12399292,5,NA,NA,NA,0.0269735659054127,NA,NA
"SORAME10_HF","HF","sorame",0.352517985611511,2.794180155,47.44084167,4.5,NA,NA,NA,0.0247866028411644,NA,NA
"SPIALB01_HF","HF","spialb",0.565217391304348,1.457424402,49.2791748,2,NA,NA,NA,0.058871045029504,NA,NA
"SPIALB03_HF","HF","spialb",0.576923076923077,1.938373446,48.71844864,1,NA,NA,NA,0.0328096221673738,NA,NA
"SPIALB04_HF","HF","spialb",1.18181818181818,2.923234224,48.55886459,NA,NA,NA,NA,0.0348988850724611,NA,NA
"SPIALB05_HF","HF","spialb",0.865384615384615,1.781614661,49.71495438,0.8,NA,NA,NA,0.0476881196971804,NA,NA
"SPIALB08_HF","HF","spialb",0.947368421052632,1.895287514,49.29419327,2.75,NA,NA,NA,0.0324690827484124,NA,NA
"SPIALB09_HF","HF","spialb",0.666666666666667,2.130200148,48.85337448,1,NA,NA,NA,0.0470529965329371,NA,NA
"SPITOM03_HF","HF","spitom",0.767441860465116,2.333146095,48.90570068,0.8,NA,NA,NA,0.0350847647917368,NA,NA
"SPITOM04_HF","HF","spitom",0.541666666666667,2.110574245,48.78383255,0.7,NA,NA,NA,0.0358754555238761,NA,NA
"SPITOM05_HF","HF","spitom",0.666666666666667,1.887412667,49.03022003,0.4,NA,NA,NA,0.0344553090878848,NA,NA
"SPITOM07_HF","HF","spitom",0.833333333333333,3.435988188,49.35529327,0.6,NA,NA,NA,0.0338906461816539,NA,NA
"SPITOM09_HF","HF","spitom",0.590909090909091,2.365707159,48.01515961,0.5,NA,NA,NA,0.0299905414446213,NA,NA
"SPITOM13_HF","HF","spitom",0.417721518987342,2.388160229,50.11923218,0.9,1,1,1,0.0416572843954064,NA,NA
"TILAME02_HF","HF","tilame",0.433155080213904,2.938797235,45.90076065,4.25,NA,NA,NA,0.0310949967244591,NA,NA
"TILAME03_HF","HF","tilame",0.50561797752809,2.737467289,45.34417343,21.5,NA,NA,NA,0.0344689518305102,NA,NA
"TILAME05_HF","HF","tilame",0.479289940828402,3.04364419,47.07049942,4.9,NA,NA,NA,0.0345195035194885,NA,NA
"TILAME08_HF","HF","tilame",0.402985074626866,2.815113544,45.96295547,NA,NA,NA,NA,0.0304440367742968,NA,NA
"TILAME09_HF","HF","tilame",0.383838383838384,3.104275703,46.70339203,NA,NA,NA,NA,0.0325533060386383,NA,NA
"TILAME10_HF","HF","tilame",0.493333333333333,2.91957283,46.57836533,5,NA,NA,NA,0.0231059020510674,NA,NA
"ULMAME01_HF","HF","ulmame",0.488372093023256,2.358283758,44.09650421,6,NA,NA,NA,0.0307092970203208,NA,NA
"ULMAME02_HF","HF","ulmame",0.571428571428572,2.424141884,44.94984436,2,NA,NA,NA,0.0345569465036173,NA,NA
"ULMAME03_HF","HF","ulmame",0.53125,1.540970206,44.46478653,NA,NA,NA,NA,0.0368551129500815,NA,NA
"ULMAME22_HF","HF","ulmame",0.485507246376812,1.928525925,44.78113174,2,NA,NA,NA,0.0376744923857868,NA,NA
"VACMYR01_HF","HF","vacmyr",0.666666666666667,2.058708429,50.04372025,2,NA,NA,NA,0.0383988829415872,NA,NA
"VACMYR03_HF","HF","vacmyr",0.416666666666667,2.381862402,49.44355774,5.5,NA,NA,NA,0.0295148496587346,NA,NA
"VACMYR04_HF","HF","vacmyr",0.91304347826087,1.780290008,49.55519485,NA,NA,NA,NA,0.0374251497005988,NA,NA
"VACMYR05_HF","HF","vacmyr",0.67741935483871,1.887968779,49.7116394,NA,NA,NA,NA,0.0361402240693892,NA,NA
"VACMYR07_HF","HF","vacmyr",0.517241379310345,1.794314504,49.78477478,NA,NA,NA,NA,0.0324441240086518,NA,NA
"VACMYR10_HF","HF","vacmyr",1.44444444444444,2.043496132,50.07442856,NA,NA,NA,NA,0.0348779272546089,NA,NA
"VIBCAS04_HF","HF","vibcas",0.588235294117647,2.050468445,48.00597382,2,NA,NA,NA,0.0405570486195944,NA,NA
"VIBCAS06_HF","HF","vibcas",0.627272727272727,1.74993515,48.79528809,3.7,NA,NA,NA,0.0445607057095467,NA,NA
"VIBCAS07_HF","HF","vibcas",0.5,1.806722999,49.25512695,2,NA,NA,NA,0.0524690735172442,NA,NA
"VIBCAS08_HF","HF","vibcas",0.538888888888889,1.633979797,49.53765488,3,NA,NA,NA,0.0461757825780295,NA,NA
"VIBCAS11_HF","HF","vibcas",0.544444444444444,2.311638594,47.31908798,2.5,NA,NA,NA,0.0291923451183912,NA,NA
"VIBCAS12_HF","HF","vibcas",0.804347826086956,1.561887741,46.1558342,3.25,NA,NA,NA,0.0383765197101805,NA,NA
"VIBCAS90_HF","HF","vibcas",0.615384615384615,1.744632363,48.0239296,3.5,1.6,1.5,1,0.0637236215499633,NA,NA
"VIBLAN01_HF","HF","viblan",0.527272727272727,1.867573857,47.55567551,2.5,NA,NA,NA,0.0570165559184593,NA,NA
"VIBLAN03_HF","HF","viblan",0.540594059405941,2.346603632,48.11594772,2.4,1.8,1.5,1.1,0.0366134605891065,NA,NA
"VIBLAN09_HF","HF","viblan",0.512727272727273,2.171882391,47.93700409,2.2,NA,NA,NA,0.0375086738808349,NA,NA
"VIBLAN10_HF","HF","viblan",0.63013698630137,1.917124987,47.74533844,NA,NA,NA,NA,0.0281281086705467,NA,NA
"VIBLAN11_HF","HF","viblan",0.481081081081081,2.767556906,46.8037796,1.75,NA,NA,NA,0.0327837451561096,NA,NA
"VIBLAN12_HF","HF","viblan",0.5,2.391532183,47.45438766,1.55,NA,NA,NA,0.0346682845199443,NA,NA
"VIBLAN07_WM","WM","viblan",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA
"VIBLAN08_WM","WM","viblan",NA,NA,NA,2,1.3,NA,NA,NA,NA,NA
"af_acegla_1","af","acegla",0.402831325301205,2.3,45.5,2.89,1.881,NA,NA,0.0728213830182968,"tree",20.2
"af_acegla_10","af","acegla",0.474418604651163,3,46.3,4.9,2.7,4.2,4.3,0.027936830928501,"tree",15.7
"af_acegla_11","af","acegla",0.521353846153846,2.4,44.6,4.67,2.411,NA,NA,0.0216516714229621,"tree",18.8
"af_acegla_12","af","acegla",0.479807692307692,2.4,46.6,3.36,1.632,NA,NA,0.0262128706651124,"tree",19.2
"af_acegla_3","af","acegla",0.53233918128655,3.5,45.9,6.38,9.3,2,NA,0.0305069924332026,"tree",13.3
"af_acegla_5","af","acegla",0.523928571428571,2.7,46.7,6.77,3,3.4,3.2,0.0465841118904609,"tree",17.2
"af_acegla_6","af","acegla",0.466034985422741,2.8,46.8,8.19,4.2,8.2,3.2,0.0389753041074722,"tree",16.9
"af_acegla_7","af","acegla",0.491094890510949,2.4,46.3,7.14,5.1,6.9,9,0.0476331738399533,"tree",19.4
"af_acegla_8","af","acegla",0.470936555891239,2,45.5,6.77,6.5,7.5,5.9,0.0474954458636013,"tree",22.8
"af_acegla_9","af","acegla",0.482437673130194,2.9,46.3,7.22,4.5,6.5,7,0.0507365211782813,"tree",16.3
"af_alninc_1","af","alninc",0.407237687366167,3.2,48.9,2.84,2.1,NA,NA,0.0577769948815965,"shrub",15.3
"af_alninc_1","af","alninc",0.407237687366167,3.2,48.9,2.33,0.816,1.525,NA,0.0577769948815965,"shrub",15.3
"af_alninc_10","af","alninc",0.408675496688742,3.1,48.2,5.84,3.4,3.5,4.2,0.0465648221267053,"shrub",15.5
"af_alninc_11","af","alninc",0.352313432835821,3.4,48.9,NA,NA,NA,NA,0.0319889379512716,NA,14.2
"af_alninc_12","af","alninc",0.390116618075802,3,52,6.68,4.644,3.848,3.295,0.0531622279572511,"shrub",17.1
"af_alninc_13","af","alninc",0.0434074074074074,3.2,48.4,6.38,3.385,5.925,3.35,0.0553822902367591,"shrub",15.2
