date,site,species,indiv.no,stem.wt,dist.top,dist.btm,ht,dbh,dbh2,dbh3
28-Jul,kl,rubida,3,NA,NA,NA,1.31,0.747,NA,NA
28-Jul,kl,rubida,4,NA,NA,NA,0.787,0.499,NA,NA
29-Jul,kl,rubida,5,NA,NA,NA,0.684,0.473,NA,NA
29-Jul,kl,rubida,6,NA,NA,NA,0.929,0.599,NA,NA
29-Jul,kl,rubida,7,NA,NA,NA,0.978,0.59,NA,NA
30-Jul,kl,rubida,8,NA,NA,NA,1.261,0.689,NA,NA
29-Jul,kl,rubpar,1,NA,NA,NA,1.086,0.574,0.765,NA
26-Jul,kl,rubpar,3,NA,NA,NA,1.286,0.731,NA,NA
26-Jul,kl,rubpar,4,NA,NA,NA,0.962,0.69,NA,NA
24-Jul,kl,rubpar,6,NA,NA,NA,0.722,0.761,NA,NA
24-Jul,kl,rubpar,7,NA,NA,NA,0.675,0.718,NA,NA
24-Jul,kl,rubpar,8,NA,NA,NA,0.836,0.725,NA,NA
25-Jul,kl,rubpar,9,NA,NA,NA,0.676,0.655,NA,NA
26-Jul,kl,rubpar,10,NA,NA,NA,0.985,0.802,0.856,NA
26-Jul,kl,rubpar,11,NA,NA,NA,0.906,0.727,NA,NA
28-Jul,kl,rubpar,12,NA,NA,NA,0.91,0.616,NA,NA
24-Jul,kl,samrac,1,NA,NA,NA,1.22,1.469,1.219,1.45
24-Jul,kl,samrac,2,NA,NA,NA,2.108,2.409,1.693,2.422
24-Jul,kl,samrac,3,NA,NA,NA,1.951,7.269,NA,NA
24-Jul,kl,samrac,4,NA,NA,NA,1.484,1.575,1.62,1.622
25-Jul,kl,samrac,5,NA,NA,NA,1.604,1.602,2.46,1.759
25-Jul,kl,samrac,6,NA,NA,NA,1.027,1.144,1.027,0.97
25-Jul,kl,samrac,7,NA,NA,NA,1.961,2.126,1.138,1.999
25-Jul,kl,samrac,8,NA,NA,NA,2.237,2.261,2.078,2.694
25-Jul,kl,samrac,9,NA,NA,NA,2.11,2.237,2.134,2.128
25-Jul,kl,samrac,10,NA,NA,NA,2.18,2.964,2.145,NA
29-Jul,kl,shecan,1,NA,NA,NA,1.485,1.45,NA,NA
29-Jul,kl,shecan,2,NA,NA,NA,2.004,3.187,NA,NA
29-Jul,kl,shecan,3,NA,NA,NA,2.245,3.704,2.646,NA
26-Jul,kl,shecan,4,NA,NA,NA,1.712,1.904,1.25,1.185
29-Jul,kl,shecan,4,NA,NA,NA,1.685,3.679,NA,NA
26-Jul,kl,shecan,5,NA,NA,NA,2.189,3.985,NA,NA
24-Jul,kl,shecan,6,NA,NA,NA,1.593,1.401,2.031,2.819
24-Jul,kl,shecan,7,NA,NA,NA,1.632,2.391,1.753,1.825
24-Jul,kl,shecan,8,NA,NA,NA,2.042,4.577,NA,NA
26-Jul,kl,shecan,9,NA,NA,NA,2.372,5.292,NA,NA
26-Jul,kl,sorsco,1,NA,NA,NA,1.756,1.612,NA,NA
26-Jul,kl,sorsco,2,NA,NA,NA,3.822,2.8,NA,NA
26-Jul,kl,sorsco,3,NA,NA,NA,2.125,1.456,1.168,0.798
26-Jul,kl,sorsco,4,NA,10,8,6,3.71,NA,NA
26-Jul,kl,sorsco,5,NA,NA,NA,2.507,2.502,NA,NA
25-Jul,kl,sorsco,6,NA,NA,NA,2.078,2.564,NA,NA
25-Jul,kl,sorsco,7,NA,NA,NA,2.722,2.247,2.322,2.354
25-Jul,kl,sorsco,8,NA,NA,NA,4.795,4.465,3.745,1.245
25-Jul,kl,sorsco,9,NA,NA,NA,3.374,2.591,NA,NA
26-Jul,kl,sorsco,10,NA,NA,NA,5.479,2.624,NA,NA
24-Jul,kl,spibet,3,NA,NA,NA,0.576,0.443,NA,NA
24-Jul,kl,spibet,4,NA,NA,NA,0.404,0.316,NA,NA
25-Jul,kl,spibet,5,NA,NA,NA,0.717,0.577,NA,NA
25-Jul,kl,spibet,6,NA,NA,NA,0.543,0.356,NA,NA
25-Jul,kl,spibet,7,NA,NA,NA,0.577,0.335,1.229,NA
26-Jul,kl,spibet,8,NA,NA,NA,0.655,0.398,NA,NA
26-Jul,kl,spibet,9,NA,NA,NA,0.553,0.292,NA,NA
26-Jul,kl,spibet,10,NA,NA,NA,0.702,0.51,NA,NA
26-Jul,kl,spibet,11,NA,NA,NA,0.756,4.71,NA,NA
28-Jul,kl,spibet,12,NA,NA,NA,0.628,0.33,NA,NA
29-Jul,kl,symalb,1,NA,NA,NA,1.431,1.003,0.917,0.985
26-Jul,kl,symalb,2,NA,NA,NA,1.215,0.837,NA,NA
29-Jul,kl,symalb,2,NA,NA,NA,1.665,1.036,1.069,NA
26-Jul,kl,symalb,3,NA,NA,NA,0.666,0.6,NA,NA
24-Jul,kl,symalb,7,NA,NA,NA,0.756,0.566,NA,NA
24-Jul,kl,symalb,8,NA,NA,NA,1.36,1.033,NA,NA
24-Jul,kl,symalb,9,NA,NA,NA,0.911,0.842,NA,NA
26-Jul,kl,symalb,10,NA,NA,NA,1.283,0.961,0.93,NA
26-Jul,kl,symalb,11,NA,NA,NA,0.824,0.666,NA,NA
28-Jul,kl,symalb,12,NA,NA,NA,0.792,0.411,NA,NA
25-Jul,kl,vacmem,1,NA,NA,NA,0.657,1.187,NA,NA
25-Jul,kl,vacmem,2,NA,NA,NA,0.915,1.558,NA,NA
25-Jul,kl,vacmem,3,NA,NA,NA,0.911,1.387,NA,NA
25-Jul,kl,vacmem,4,NA,NA,NA,0.801,1.102,NA,NA
25-Jul,kl,vacmem,5,NA,NA,NA,0.786,0.764,NA,NA
25-Jul,kl,vacmem,6,NA,NA,NA,0.804,1.087,NA,NA
25-Jul,kl,vacmem,7,NA,NA,NA,0.75,1.143,NA,NA
25-Jul,kl,vacmem,8,NA,NA,NA,0.652,1.336,NA,NA
25-Jul,kl,vacmem,9,NA,NA,NA,0.734,1.148,NA,NA
25-Jul,kl,vacmem,10,NA,NA,NA,0.61,0.777,NA,NA
30-Jul,kl,vacmem,11,NA,NA,NA,0.42,0.625,NA,NA
26-Jul,kl,vibedu,1,NA,NA,NA,1.905,1.594,NA,NA
26-Jul,kl,vibedu,2,NA,NA,NA,0.662,0.609,0.406,NA
26-Jul,kl,vibedu,3,NA,NA,NA,1.61,1.466,1.157,NA
25-Jul,kl,vibedu,4,NA,NA,NA,1.816,1.55,1.191,NA
25-Jul,kl,vibedu,5,NA,NA,NA,1.364,1.704,1.07,NA
25-Jul,kl,vibedu,6,NA,NA,NA,1.399,0.888,1.253,NA
25-Jul,kl,vibedu,7,NA,NA,NA,1.68,2.137,NA,NA
25-Jul,kl,vibedu,8,NA,NA,NA,1.831,1.484,1.698,1.513
25-Jul,kl,vibedu,9,NA,NA,NA,3.1,1.599,1.191,NA
25-Jul,kl,vibedu,10,NA,NA,NA,2.233,2.912,NA,NA
25-Jun,mp,acegla,1,NA,NA,NA,5.544,2.778,5.005,1.585
25-Jun,mp,acegla,2,NA,NA,NA,2.676,1.126,NA,NA
26-Jun,mp,acegla,3,NA,NA,NA,6.388,3.3,3.4,2.1
26-Jun,mp,acegla,4,NA,NA,NA,3.361,1.959,1.595,1.44
26-Jun,mp,acegla,5,NA,6,5,3.31662479,6.2,3.5,3
23-Jun,mp,acegla,7,NA,7,5,4.898979486,4.482,7.672,7.287
23-Jun,mp,acegla,8,NA,7,5,4.898979486,3.5,NA,NA
23-Jun,mp,acegla,9,NA,6,5,3.31662479,3.3,NA,NA
23-Jun,mp,acegla,10,NA,7,5,4.898979486,4.7,3.7,NA
26-Jun,mp,acegla,10,NA,7,6,3.605551275,8.2,8.5,11.5
25-Jun,mp,acegla,11,NA,NA,NA,3.543,2.016,NA,NA
23-Jun,mp,alninc,1,NA,4,2,3.464101615,3,4,3.5
26-Jun,mp,alninc,2,NA,NA,NA,3.145,2.6,3,NA
23-Jun,mp,alninc,3,NA,6,3,5.196152423,5,5.4,6.1
26-Jun,mp,alninc,4,NA,6,5,3.31662479,8.1,6.4,NA
22-Jun,mp,alninc,5,NA,NA,NA,4.474,4,NA,NA
23-Jun,mp,alninc,6,NA,5,4,3,5.9,4.8,2.4
23-Jun,mp,alninc,7,NA,7,5,4.898979486,5.3,5.8,4
23-Jun,mp,alninc,8,NA,6,4,2.449489743,7.4,5.1,3.4
22-Jun,mp,alninc,9,NA,NA,NA,4.648,2.7,NA,NA
22-Jun,mp,alninc,10,NA,9,7,5.656854249,6.8,5.9,8.5
22-Jun,mp,alnrub,5,NA,12,9,7.937253933,25.7,NA,NA
22-Jun,mp,alnrub,6,NA,5,4,3,5.3,NA,NA
22-Jun,mp,alnrub,7,NA,8,5,6.244997998,8,NA,NA
25-Jun,mp,alnvir,1,NA,NA,NA,3.386,1.7,1.7,2
25-Jun,mp,alnvir,2,NA,NA,NA,4.911,3.7,3.1,3.3
25-Jun,mp,alnvir,3,NA,NA,NA,2.524,2.4,2.5,2
26-Jun,mp,alnvir,4,NA,NA,NA,4.74,9.1,NA,NA
26-Jun,mp,alnvir,5,NA,NA,NA,3.776,3,2.1,1.7
22-Jun,mp,alnvir,6,NA,8,7,3.872983346,6.5,NA,NA
22-Jun,mp,alnvir,7,NA,NA,NA,5.138,6,5.2,5.1
22-Jun,mp,alnvir,8,NA,NA,NA,2.851,1.321,NA,NA
25-Jun,mp,alnvir,9,NA,NA,NA,3.364,2.743,7.978,NA
26-Jun,mp,alnvir,10,NA,NA,NA,6.638,7.2,10.6,9.6
23-Jun,mp,amealn,1,NA,NA,NA,1.426,1.308,1.324,1.721
25-Jun,mp,amealn,2,NA,NA,NA,0.458,1.374,1.529,1.738
23-Jun,mp,amealn,3,NA,NA,NA,2.826,1.917,2.21,NA
23-Jun,mp,amealn,4,NA,NA,NA,1.921,1.416,1.342,0.965
25-Jun,mp,amealn,5,NA,NA,NA,1.982,1.776,NA,NA
25-Jun,mp,amealn,6,NA,NA,NA,2.803,2.205,3.361,2.652
25-Jun,mp,amealn,7,NA,NA,NA,2.289,2.524,3.555,2.519
23-Jun,mp,amealn,8,NA,NA,NA,2.464,1.915,1.953,1.72
23-Jun,mp,amealn,9,NA,NA,NA,2.248,3.767,2.676,3.091
23-Jun,mp,amealn,10,NA,NA,NA,2.974,3.107,NA,NA
25-Jun,mp,amealn,11,NA,NA,NA,4.414,2.4,2.6,2.7
22-Jun,mp,amealn,12,NA,NA,NA,4.068,3.4,NA,NA
23-Jun,mp,corsto,1,NA,NA,NA,1.864,0.833,NA,NA
26-Jun,mp,corsto,2,NA,NA,NA,3.846,1.442,0.91,1.092
26-Jun,mp,corsto,3,NA,NA,NA,2.971,3.665,NA,NA
23-Jun,mp,corsto,5,NA,NA,NA,3.713,2.717,NA,NA
22-Jun,mp,corsto,6,NA,NA,NA,2.736,1.77,NA,NA
22-Jun,mp,corsto,7,NA,NA,NA,2.311,1.129,NA,NA
22-Jun,mp,corsto,8,NA,NA,NA,1.117,1.987,NA,NA
22-Jun,mp,corsto,9,NA,NA,NA,2.023,2.021,NA,NA
22-Jun,mp,corsto,10,NA,NA,NA,3.478,1.574,1.605,1.762
25-Jun,mp,corsto,20,NA,NA,NA,4.248,3.336,1.879,NA
23-Jun,mp,loninv,3,NA,NA,NA,1.476,1.643,NA,NA
25-Jun,mp,loninv,4,NA,NA,NA,1.646,1.421,1.308,NA
25-Jun,mp,loninv,5,NA,NA,NA,1.193,1.285,NA,NA
25-Jun,mp,loninv,6,NA,NA,NA,0.997,1.17,1.262,1.044
25-Jun,mp,loninv,7,NA,NA,NA,2.281,0.961,NA,NA
25-Jun,mp,loninv,8,NA,NA,NA,1.052,0.918,0.83,1.072
23-Jun,mp,loninv,9,NA,NA,NA,1.6,2.275,NA,NA
23-Jun,mp,loninv,10,NA,NA,NA,1.111,0.655,NA,NA
26-Jun,mp,loninv,11,NA,NA,NA,2.416,1.834,NA,NA
26-Jun,mp,loninv,12,NA,NA,NA,2.881,1.431,NA,NA
26-Jun,mp,loninv,13,NA,NA,NA,1.707,1.214,NA,NA
22-Jun,mp,menfer,1,NA,NA,NA,1.593,1.383,NA,NA
26-Jun,mp,menfer,2,NA,NA,NA,1.669,1.77,1.768,1.593
23-Jun,mp,menfer,4,NA,NA,NA,1.097,2.753,1.886,1.882
26-Jun,mp,menfer,5,NA,NA,NA,0.893,0.888,NA,NA
26-Jun,mp,menfer,6,NA,NA,NA,1.192,1.367,1.451,1.357
26-Jun,mp,menfer,7,NA,NA,NA,2.049,2.154,1.363,1.866
22-Jun,mp,menfer,8,NA,NA,NA,2.248,1.73,NA,NA
22-Jun,mp,menfer,9,NA,NA,NA,1.547,1.393,NA,NA
22-Jun,mp,menfer,10,NA,NA,NA,1.823,1.399,NA,NA
23-Jun,mp,menfer,10,NA,NA,NA,1.963,1.674,NA,NA
25-Jun,mp,menfer,12,NA,NA,NA,2.802,2.475,1.811,1.853
23-Jun,mp,popbal,6,NA,20,16,12,23.7,NA,NA
23-Jun,mp,popbal,7,NA,31,24,19.62141687,28.2,27.9,28.9
26-Jun,mp,popbal,8,NA,21,15,14.69693846,42.2,34.1,NA
26-Jun,mp,popbal,9,NA,20,13,15.19868415,46.6,NA,NA
26-Jun,mp,popbal,10,NA,22,14,16.97056275,37.8,NA,NA
22-Jun,mp,popbal,11,NA,21,13,16.4924225,39.4,NA,NA
25-Jun,mp,popbal,12,NA,31,25,18.33030278,52.9,NA,NA
26-Jun,mp,popbal,13,NA,44,29,33.09078422,91.9,NA,NA
26-Jun,mp,popbal,14,NA,37,20,31.12876483,54.9,NA,NA
26-Jun,mp,popbal,15,NA,27,17,20.97617696,22,NA,NA
23-Jun,mp,poptre,5,NA,10,7,7.141428429,15.5,NA,NA
23-Jun,mp,poptre,6,NA,5,3,4,4.7,NA,NA
25-Jun,mp,poptre,7,NA,17,9,14.4222051,9.4,23.6,21
23-Jun,mp,poptre,7,NA,13,10,8.306623863,10.5,NA,NA
25-Jun,mp,poptre,8,NA,15,8,12.68857754,20,NA,NA
25-Jun,mp,poptre,9,NA,7,6,3.605551275,6.6,NA,NA
25-Jun,mp,poptre,10,NA,14,10,9.797958971,14,NA,NA
23-Jun,mp,poptre,11,NA,6,3,5.196152423,4.6,NA,NA
25-Jun,mp,poptre,12,NA,20,16,12,23.5,25.6,NA
25-Jun,mp,poptre,13,NA,10,8,6,13.4,NA,NA
26-Jun,mp,rhoalb,1,NA,NA,NA,1.145,1.291,1.328,1.079
23-Jun,mp,rhoalb,2,NA,NA,NA,0.955,0.943,0.977,0.545
23-Jun,mp,rhoalb,3,NA,NA,NA,1.886,1.487,NA,NA
23-Jun,mp,rhoalb,4,NA,NA,NA,1.72,1.53,NA,NA
23-Jun,mp,rhoalb,5,NA,NA,NA,1.686,1.204,NA,NA
22-Jun,mp,rhoalb,8,NA,NA,NA,2.253,2.074,2.23,1.48
22-Jun,mp,rhoalb,9,NA,NA,NA,1.441,1.339,NA,NA
22-Jun,mp,rhoalb,10,NA,NA,NA,1.492,1.128,NA,NA
26-Jun,mp,rhoalb,11,NA,NA,NA,1.506,2.873,1.675,2.495
26-Jun,mp,rhoalb,12,NA,NA,NA,1.905,1.171,2.133,1.531
25-Jun,mp,riblac,1,NA,NA,NA,0.924,0.715,NA,NA
22-Jun,mp,riblac,2,NA,NA,NA,0.745,0.563,NA,NA
25-Jun,mp,riblac,3,NA,NA,NA,1.177,0.839,NA,NA
25-Jun,mp,riblac,4,NA,NA,NA,1.275,1.086,NA,NA
26-Jun,mp,riblac,5,NA,NA,NA,1.83,0.772,NA,NA
25-Jun,mp,riblac,6,NA,NA,NA,1.79,0.879,NA,NA
23-Jun,mp,riblac,7,NA,NA,NA,0.768,0.633,NA,NA
25-Jun,mp,riblac,8,NA,NA,NA,0.955,0.572,NA,NA
23-Jun,mp,riblac,10,NA,NA,NA,0.93,0.76,NA,NA
22-Jun,mp,riblac,11,NA,NA,NA,1.041,0.784,NA,NA
25-Jun,mp,rosaci,1,NA,NA,NA,0.761,0.743,NA,NA
22-Jun,mp,rosaci,2,NA,NA,NA,0.526,0.668,NA,NA
25-Jun,mp,rosaci,3,NA,NA,NA,0.869,0.665,NA,NA
22-Jun,mp,rosaci,4,NA,NA,NA,0.883,0.43,NA,NA
22-Jun,mp,rosaci,5,NA,NA,NA,1.061,0.879,NA,NA
22-Jun,mp,rosaci,6,NA,NA,NA,0.854,0.854,NA,NA
23-Jun,mp,rosaci,7,NA,NA,NA,1.032,0.868,NA,NA
23-Jun,mp,rosaci,8,NA,NA,NA,1.131,1.228,NA,NA
23-Jun,mp,rosaci,9,NA,NA,NA,1.294,0.915,NA,NA
25-Jun,mp,rosaci,10,NA,NA,NA,1.866,11.2,NA,NA
22-Jun,mp,rosgym,1,NA,NA,NA,1.474,0.754,NA,NA
22-Jun,mp,rosgym,2,NA,NA,NA,1.243,0.853,NA,NA
25-Jun,mp,rosgym,3,NA,NA,NA,0.755,1.285,NA,NA
26-Jun,mp,rosgym,4,NA,NA,NA,1.106,0.694,NA,NA
26-Jun,mp,rosgym,5,NA,NA,NA,1.064,0.601,NA,NA
26-Jun,mp,rosgym,6,NA,NA,NA,1.453,9.7,NA,NA
26-Jun,mp,rosgym,7,NA,NA,NA,1.706,0.718,0.759,0.565
26-Jun,mp,rosgym,8,NA,NA,NA,1.58,0.783,NA,NA
26-Jun,mp,rosgym,9,NA,NA,NA,1.298,0.603,NA,NA
22-Jun,mp,rosgym,10,NA,NA,NA,1.46,0.917,0.653,NA
23-Jun,mp,rubpar,1,NA,NA,NA,0.874,0.544,NA,NA
25-Jun,mp,rubpar,2,NA,NA,NA,1.015,8.28,NA,NA
23-Jun,mp,rubpar,3,NA,NA,NA,0.607,0.474,NA,NA
23-Jun,mp,rubpar,4,NA,NA,NA,0.712,0.638,NA,NA
23-Jun,mp,rubpar,5,NA,NA,NA,0.643,0.697,NA,NA
26-Jun,mp,rubpar,6,NA,NA,NA,1.687,1.374,NA,NA
22-Jun,mp,rubpar,7,NA,NA,NA,0.689,0.572,NA,NA
26-Jun,mp,rubpar,7,NA,NA,NA,1.218,0.818,NA,NA
26-Jun,mp,rubpar,8,NA,NA,NA,0.947,0.572,NA,NA
22-Jun,mp,rubpar,9,NA,NA,NA,1.1,0.687,NA,NA
22-Jun,mp,rubpar,10,NA,NA,NA,0.971,0.661,NA,NA
26-Jun,mp,rubspe,1,NA,NA,NA,1.371,0.875,NA,NA
25-Jun,mp,rubspe,3,NA,NA,NA,1.231,1.008,NA,NA
25-Jun,mp,rubspe,4,NA,NA,NA,1.098,0.694,NA,NA
25-Jun,mp,rubspe,5,NA,NA,NA,1.662,1.192,NA,NA
25-Jun,mp,rubspe,6,NA,NA,NA,1.021,0.866,NA,NA
25-Jun,mp,rubspe,8,NA,NA,NA,2.121,1.025,NA,NA
26-Jun,mp,rubspe,9,NA,NA,NA,1.201,0.805,NA,NA
26-Jun,mp,rubspe,10,NA,NA,NA,1.799,1.128,NA,NA
26-Jun,mp,rubspe,11,NA,NA,NA,1.064,0.579,NA,NA
26-Jun,mp,rubspe,12,NA,NA,NA,2.002,1.226,NA,NA
26-Jun,mp,rubspe,13,NA,NA,NA,1.53,0.877,NA,NA
26-Jun,mp,rubspe,14,NA,NA,NA,1.902,1.313,1.418,NA
25-Jun,mp,samrac,1,NA,NA,NA,2.206,4.866,NA,NA
25-Jun,mp,samrac,2,NA,NA,NA,1.776,3.977,1.992,3.29
26-Jun,mp,samrac,3,NA,NA,NA,3.1,2.866,NA,NA
26-Jun,mp,samrac,4,NA,NA,NA,4.41,2.597,NA,NA
26-Jun,mp,samrac,5,NA,NA,NA,5.253,8.2,6.3,NA
25-Jun,mp,samrac,6,NA,NA,NA,1.111,1.027,1.68,1.695
23-Jun,mp,samrac,7,NA,NA,NA,2.846,2.208,NA,NA
26-Jun,mp,samrac,8,NA,NA,NA,2.64,1.45,0.942,0.554
26-Jun,mp,samrac,9,NA,NA,NA,2.867,2.349,NA,NA
26-Jun,mp,samrac,10,NA,NA,NA,3.322,1.625,1.63,2.083
26-Jun,mp,samrac,11,NA,NA,NA,3.841,1.993,1.6,1.597
23-Jun,mp,shecan,2,NA,NA,NA,1.36,2.271,1.192,1.427
22-Jun,mp,shecan,3,NA,NA,NA,3.17,2.86,NA,NA
22-Jun,mp,shecan,4,NA,NA,NA,1.095,0.879,0.801,1.029
23-Jun,mp,shecan,5,NA,NA,NA,1.526,3.899,NA,NA
23-Jun,mp,shecan,6,NA,NA,NA,1.503,1.374,1.122,1.033
23-Jun,mp,shecan,7,NA,NA,NA,1.593,2.479,2,1.823
25-Jun,mp,shecan,8,NA,NA,NA,0.8,1.923,NA,NA
25-Jun,mp,shecan,9,NA,NA,NA,1.382,1.958,NA,NA
22-Jun,mp,shecan,10,NA,NA,NA,1.234,1.894,NA,NA
26-Jun,mp,shecan,11,NA,NA,NA,1.39,0.977,0.944,0.443
23-Jun,mp,sorsco,1,NA,NA,NA,1.954,2.027,1.705,1.72
25-Jun,mp,sorsco,3,NA,NA,NA,1.232,2.04,1.33,1.297
25-Jun,mp,sorsco,4,NA,NA,NA,1.908,2.062,NA,NA
26-Jun,mp,sorsco,8,NA,NA,NA,3.256,2,2.9,NA
26-Jun,mp,sorsco,10,NA,NA,NA,2.568,3.132,3.178,2.553
25-Jun,mp,sorsco,11,NA,5,3,4,6.1,NA,NA
25-Jun,mp,sorsco,12,NA,NA,NA,2.55,2.635,3.419,2.95
26-Jun,mp,sorsco,12,NA,NA,NA,4.011,3,2.1,NA
26-Jun,mp,sorsco,13,NA,NA,NA,3.633,3.3,NA,NA
26-Jun,mp,sorsco,14,NA,NA,NA,1.772,1.892,NA,NA
25-Jun,mp,spibet,1,NA,NA,NA,0.261,0.319,NA,NA
23-Jun,mp,spibet,2,NA,NA,NA,0.494,0.328,NA,NA
25-Jun,mp,spibet,3,NA,NA,NA,0.57,0.343,NA,NA
23-Jun,mp,spibet,4,NA,NA,NA,0.45,0.341,NA,NA
23-Jun,mp,spibet,5,NA,NA,NA,0.675,0.3,NA,NA
23-Jun,mp,spibet,6,NA,NA,NA,0.421,0.286,NA,NA
23-Jun,mp,spibet,7,NA,NA,NA,0.671,0.476,NA,NA
22-Jun,mp,spibet,8,NA,NA,NA,0.608,0.332,NA,NA
22-Jun,mp,spibet,9,NA,NA,NA,0.636,0.36,NA,NA
23-Jun,mp,spibet,10,NA,NA,NA,0.429,0.428,NA,NA
22-Jun,mp,spidou,1,NA,NA,NA,1.094,0.788,NA,NA
22-Jun,mp,spidou,2,NA,NA,NA,1.091,0.652,NA,NA
22-Jun,mp,spidou,3,NA,NA,NA,1.19,0.682,NA,NA
22-Jun,mp,spipyr,1,NA,NA,NA,1.321,0.735,NA,NA
22-Jun,mp,spipyr,2,NA,NA,NA,0.852,0.511,NA,NA
22-Jun,mp,spipyr,3,NA,NA,NA,0.365,0.774,NA,NA
22-Jun,mp,spipyr,4,NA,NA,NA,1.446,0.938,NA,NA
22-Jun,mp,spipyr,5,NA,NA,NA,0.997,0.616,NA,NA
22-Jun,mp,spipyr,6,NA,NA,NA,1.438,1.134,NA,NA
22-Jun,mp,spipyr,7,NA,NA,NA,1.312,1.091,NA,NA
22-Jun,mp,spipyr,8,NA,NA,NA,1.254,0.848,NA,NA
26-Jun,mp,spipyr,9,NA,NA,NA,0.849,0.815,NA,NA
26-Jun,mp,spipyr,10,NA,NA,NA,1.2,0.635,NA,NA
23-Jun,mp,symalb,1,NA,NA,NA,1.015,0.65,NA,NA
25-Jun,mp,symalb,3,NA,NA,NA,1.003,0.701,NA,NA
26-Jun,mp,symalb,4,NA,NA,NA,1.092,0.582,NA,NA
25-Jun,mp,symalb,5,NA,NA,NA,0.78,0.616,NA,NA
23-Jun,mp,symalb,6,NA,NA,NA,1.096,0.532,NA,NA
25-Jun,mp,symalb,7,NA,NA,NA,0.975,0.584,NA,NA
25-Jun,mp,symalb,8,NA,NA,NA,1.461,1.114,NA,NA
22-Jun,mp,symalb,9,NA,NA,NA,0.74,0.804,NA,NA
22-Jun,mp,symalb,10,NA,NA,NA,0.77,0.636,NA,NA
26-Jun,mp,symalb,11,NA,NA,NA,1.003,0.687,0.778,0.768
26-Jun,mp,vacmem,1,NA,NA,NA,1.01,0.874,NA,NA
23-Jun,mp,vacmem,3,NA,NA,NA,1.027,1.202,1.169,NA
23-Jun,mp,vacmem,4,NA,NA,NA,1.082,1.297,NA,NA
23-Jun,mp,vacmem,5,NA,NA,NA,0.825,0.737,NA,NA
25-Jun,mp,vacmem,5,NA,NA,NA,0.992,0.821,NA,NA
25-Jun,mp,vacmem,7,NA,NA,NA,1.133,0.952,NA,NA
26-Jun,mp,vacmem,8,NA,NA,NA,0.701,0.662,NA,NA
26-Jun,mp,vacmem,8,NA,NA,NA,1.069,1.771,NA,NA
23-Jun,mp,vacmem,9,NA,NA,NA,0.53,0.417,NA,NA
22-Jun,mp,vacmem,11,NA,NA,NA,0.865,0.869,NA,NA
23-Jun,mp,vacmem,12,NA,NA,NA,0.839,0.714,NA,NA
23-Jun,mp,vibedu,2,NA,NA,NA,2.326,1.22,NA,NA
23-Jun,mp,vibedu,4,NA,NA,NA,1.615,10.5,NA,NA
26-Jun,mp,vibedu,5,NA,NA,NA,4.31,3.931,NA,NA
22-Jun,mp,vibedu,7,NA,NA,NA,2.172,1.75,NA,NA
26-Jun,mp,vibedu,8,NA,NA,NA,1.723,1.086,NA,NA
22-Jun,mp,vibedu,9,NA,NA,NA,1.331,0.879,NA,NA
22-Jun,mp,vibedu,10,NA,NA,NA,2.604,1.248,NA,NA
23-Jun,mp,vibedu,12,NA,NA,NA,1.461,1.087,NA,NA
26-Jun,mp,vibedu,13,NA,NA,NA,2.561,1.306,NA,NA
26-Jun,mp,vibedu,14,NA,NA,NA,2.61,1.183,2.084,NA
30-May,sm,acegla,2,NA,10,7,7.141428429,0.524,NA,NA
04-Jun,sm,acegla,3,NA,7,6,3.605551275,16.1,9.7,12.6
01-Jun,sm,acegla,7,NA,10,5,8.660254038,7.1,NA,NA
01-Jun,sm,acegla,8,NA,14,7,12.12435565,1.26,NA,NA
29-May,sm,acegla,9,NA,11,13,#NUM!,5,NA,NA
29-May,sm,acegla,10,NA,11,12,#NUM!,24,29.9,14.9
30-May,sm,acegla,11,NA,7,6,3.605551275,2.2,NA,NA
01-Jun,sm,acegla,13,NA,11,8,7.549834435,13.6,10.6,4.5
01-Jun,sm,acegla,14,NA,9,7,5.656854249,0.65,NA,NA
01-Jun,sm,acegla,15,NA,16,12,10.58300524,9.9,NA,NA
03-Jun,sm,alninc,1,NA,8,6,5.291502622,7.5,NA,NA
01-Jun,sm,alninc,1,NA,9,8,4.123105626,6.1,NA,NA
01-Jun,sm,alninc,2,NA,9,7,5.656854249,8.5,NA,NA
01-Jun,sm,alninc,3,NA,7,6,3.605551275,6.4,NA,NA
01-Jun,sm,alninc,4,NA,10,7,7.141428429,6.2,NA,NA
01-Jun,sm,alninc,5,NA,12,8,8.94427191,7.3,8.3,3.4
30-May,sm,alninc,8,NA,9,6,6.708203932,26.9,15.7,11.9
05-Jun,sm,alninc,19,NA,7,3,6.32455532,7.5,6.5,5.3
05-Jun,sm,alninc,20,NA,11,7,8.485281374,10.9,7.3,6.5
03-Jun,sm,alnvir,1,NA,6,5,3.31662479,6.4,3.7,2.4
30-May,sm,alnvir,1,NA,11,8,7.549834435,26.4,22.2,24.1
03-Jun,sm,alnvir,2,NA,7,6,3.605551275,4.5,3.1,3.1
03-Jun,sm,alnvir,2,NA,NA,NA,0.0413,2.1,2.4,2
04-Jun,sm,alnvir,6,NA,NA,NA,2.963,1.221,1.234,1.123
30-May,sm,alnvir,7,NA,10,7,7.141428429,26.7,16.8,8.3
29-May,sm,alnvir,8,NA,7,6,3.605551275,3.5,4.1,3.5
