,site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
1351,kl,rosgym,10,5,PA,23.84,77.8
1352,kl,rosgym,11,1,slh,35.66,129.8
1353,kl,rosgym,11,2,slh,37.726,129.2
1354,kl,rosgym,11,3,slh,17.612,69.9
1355,kl,rosgym,11,4,slh,29.57,102.5
1356,kl,rosgym,11,5,slh,25.138,107.1
1357,kl,rosgym,12,1,slh,49.094,176
1358,kl,rosgym,12,2,slh,38.664,150.4
1359,kl,rosgym,12,3,slh,40.382,169.7
1360,kl,rosgym,12,4,slh,33.972,155.7
1361,kl,rosgym,12,5,slh,26.972,106.8
1362,kl,rubida,1,1,PA,41.248,96.4
1363,kl,rubida,1,2,PA,31.562,72.2
1364,kl,rubida,1,3,PA,47.491,118.6
1365,kl,rubida,1,4,PA,58.292,154.3
1366,kl,rubida,1,5,PA,31.863,76.5
4908,kl,rubida,2,1,NA,NA,277.4
4950,kl,rubida,2,2,NA,NA,121.2
4912,kl,rubida,2,3,NA,NA,191.4
4544,kl,rubida,2,4,NA,NA,198.5
4545,kl,rubida,2,5,NA,NA,353.4
1367,kl,rubida,3,1,slh,90.899,266.5
1368,kl,rubida,3,2,slh,69.538,273.4
1369,kl,rubida,3,3,slh,103.428,358.8
1370,kl,rubida,3,4,slh,90.462,332.4
1371,kl,rubida,3,5,slh,95.023,283.9
1372,kl,rubida,5,1,slh,50.372,162.8
1373,kl,rubida,5,2,slh,20.828,65.2
1374,kl,rubida,5,3,slh,19.528,55.5
1375,kl,rubida,5,4,slh,40.543,134.7
1376,kl,rubida,5,5,slh,31.541,96.6
1377,kl,rubida,6,1,PA,33.73,103.6
1378,kl,rubida,6,2,PA,15.343,46.4
1379,kl,rubida,6,3,PA,21.815,66.1
1380,kl,rubida,6,4,PA,21.509,58.6
1381,kl,rubida,6,5,PA,16.522,55
1382,kl,rubida,7,1,slh,17.067,32.9
1383,kl,rubida,7,2,slh,14.474,35.1
1384,kl,rubida,7,3,slh,19.552,38.2
1385,kl,rubida,7,4,slh,9.26,20.2
1386,kl,rubida,7,5,slh,10.654,22.2
1387,kl,rubida,8,1,PA,49.914,201.5
1388,kl,rubida,8,2,PA,33.138,125.7
1389,kl,rubida,8,3,PA,70.036,237.8
1390,kl,rubida,8,4,PA,84.006,288.1
1391,kl,rubida,8,5,PA,61.668,197.2
1392,kl,rubida,9,1,PA,13.903,46.6
1393,kl,rubida,9,2,PA,48.103,152.7
1394,kl,rubida,9,3,PA,24.575,66.3
1395,kl,rubida,9,4,PA,42.916,140.5
1396,kl,rubida,9,5,PA,42.964,158.3
1397,kl,rubpar,1,1,slh,164.07,399.3
1398,kl,rubpar,1,2,slh,199.192,467.7
1399,kl,rubpar,1,3,slh,343.705,865.1
1400,kl,rubpar,1,4,slh,137.889,305.8
1401,kl,rubpar,1,5,slh,360.205,858
1402,kl,rubpar,3,1,slh,225.604,704.1
1403,kl,rubpar,3,2,slh,185.694,660.6
1404,kl,rubpar,3,3,slh,198.376,628.1
1405,kl,rubpar,3,4,slh,239.518,904.2
1406,kl,rubpar,3,5,slh,174.618,624.9
1407,kl,rubpar,4,1,slh,163.809,545.4
1408,kl,rubpar,4,2,slh,249.661,786.8
1409,kl,rubpar,4,3,slh,231.882,694.4
1410,kl,rubpar,4,4,slh,219.066,703.8
1411,kl,rubpar,4,5,slh,190.138,566.2
1412,kl,rubpar,6,1,my,107.789,315.5
1413,kl,rubpar,6,2,my,123.559,358.7
1414,kl,rubpar,6,3,my,199.117,618.7
1415,kl,rubpar,6,4,my,118.867,376.4
1416,kl,rubpar,6,5,my,216.742,812
1417,kl,rubpar,7,1,my,209.419,660
1418,kl,rubpar,7,2,my,186.685,583.6
1419,kl,rubpar,7,3,my,247.988,735.3
1420,kl,rubpar,7,4,my,144.768,458.6
1421,kl,rubpar,7,5,my,199.194,586.2
1422,kl,rubpar,8,1,my,388.425,1400
1423,kl,rubpar,8,2,my,352.055,1282.5
1424,kl,rubpar,8,3,my,215.01,901
1425,kl,rubpar,8,4,my,227.456,720.1
1426,kl,rubpar,8,5,my,364.524,1497.9
1427,kl,rubpar,9,1,slh,228.181,565.1
1428,kl,rubpar,9,2,slh,207.508,696.4
1429,kl,rubpar,9,3,slh,162.872,599.4
1430,kl,rubpar,9,4,slh,190.066,580.5
1431,kl,rubpar,9,5,slh,146.112,565.8
1432,kl,rubpar,10,1,slh,271.405,829.5
1433,kl,rubpar,10,2,slh,191.194,476.2
1434,kl,rubpar,10,3,slh,327.524,846.6
1435,kl,rubpar,10,4,slh,197.12,531.5
1436,kl,rubpar,10,5,slh,206.025,961.1
1437,kl,rubpar,11,1,slh,324.881,1118.2
1438,kl,rubpar,11,2,slh,169.407,501.2
1439,kl,rubpar,11,3,slh,261.132,841.1
1440,kl,rubpar,11,4,slh,180.134,546.4
1441,kl,rubpar,11,5,slh,312.888,1101.7
1442,kl,rubpar,12,1,slh,317.945,1056.1
1443,kl,rubpar,12,2,slh,202.26,941
1444,kl,rubpar,12,3,slh,109.829,485.5
1445,kl,rubpar,12,4,slh,273.839,1092.5
1446,kl,rubpar,12,5,slh,344.551,1150.5
1447,kl,samrac,1,1,my,511.8,1925.3
1448,kl,samrac,1,2,my,230.527,750.8
1449,kl,samrac,1,3,my,212.507,695
1450,kl,samrac,1,4,my,377.595,1192.4
1451,kl,samrac,1,5,my,378.07,1396.9
1452,kl,samrac,2,1,my,163.804,355.1
1453,kl,samrac,2,2,my,182.38,479.3
1454,kl,samrac,2,3,my,228.555,800.9
1455,kl,samrac,2,4,my,219.934,785.2
1456,kl,samrac,2,5,my,190.39,516.3
1457,kl,samrac,3,1,my,142.719,566.3
1458,kl,samrac,3,2,my,107.574,329.9
1459,kl,samrac,3,3,my,213.893,530.7
1460,kl,samrac,3,4,my,198.638,816
1461,kl,samrac,3,5,my,321.799,790.7
1462,kl,samrac,4,1,my,224.381,593.7
1463,kl,samrac,4,2,my,179.888,743
1464,kl,samrac,4,3,my,267.438,718.6
1465,kl,samrac,4,4,my,157.342,545.3
1466,kl,samrac,4,5,my,212.235,734.9
4769,kl,samrac,5,1,NA,296.889,1040.5
4648,kl,samrac,5,2,NA,531.439,2034.9
4771,kl,samrac,5,3,NA,521.974,1866.4
4853,kl,samrac,5,4,NA,NA,1635.8
5071,kl,samrac,5,5,NA,426.874,1922.5
4982,kl,samrac,6,1,NA,NA,481.5
5078,kl,samrac,6,2,NA,NA,468.7
5066,kl,samrac,6,3,NA,NA,531.8
4654,kl,samrac,6,4,NA,NA,487.4
4655,kl,samrac,6,5,NA,NA,532.9
4656,kl,samrac,7,1,NA,NA,766.2
4657,kl,samrac,7,2,NA,NA,668.8
4658,kl,samrac,7,3,NA,NA,322.2
4659,kl,samrac,7,4,NA,NA,1208.5
4660,kl,samrac,7,5,NA,NA,1027.1
4661,kl,samrac,8,1,NA,1564.257,3488.7
4298,kl,samrac,8,2,NA,830.824,2552.3
4299,kl,samrac,8,3,NA,894.489,2886
4300,kl,samrac,8,4,NA,870.032,2718.6
4301,kl,samrac,8,5,NA,836.055,2420.8
4302,kl,samrac,9,1,NA,266.97,588.7
4303,kl,samrac,9,2,NA,550.442,872.3
4304,kl,samrac,9,3,NA,869.076,1614.8
5122,kl,samrac,9,4,NA,415.06,859.3
5176,kl,samrac,9,5,NA,481.266,1020.6
1467,kl,samrac,10,1,dl,742.736,1713.4
1468,kl,samrac,10,2,dl,731.084,1757.6
1469,kl,samrac,10,3,dl,1181.438,3120.8
1470,kl,samrac,10,4,dl,761.66,2010.2
1471,kl,samrac,10,5,dl,886.692,2039.4
1472,kl,shecan,1,1,slh,16.573,67.2
1473,kl,shecan,1,2,slh,12.407,51.6
1474,kl,shecan,1,3,slh,9.393,52.3
1475,kl,shecan,1,4,slh,11.699,55.5
1476,kl,shecan,1,5,slh,16.258,72.4
1477,kl,shecan,2,1,PA,14.89,58.4
1478,kl,shecan,2,2,PA,12,50.1
1479,kl,shecan,2,3,PA,13.886,58.1
1480,kl,shecan,2,4,PA,6.999,27.7
1481,kl,shecan,2,5,PA,13.879,54.5
1482,kl,shecan,3,1,slh,14.743,64.8
1483,kl,shecan,3,2,slh,17.162,73.7
1484,kl,shecan,3,3,slh,10.835,40.1
1485,kl,shecan,3,4,slh,16.844,75.8
1486,kl,shecan,3,5,slh,9.168,31.6
1488,kl,shecan,4,1,slh,14.848,72.7
1490,kl,shecan,4,2,slh,14.475,75.8
1492,kl,shecan,4,3,slh,22.339,110
1494,kl,shecan,4,4,slh,14.762,81.3
1496,kl,shecan,4,5,slh,22.116,128.5
1497,kl,shecan,5,1,slh,13.909,17.3
1498,kl,shecan,5,2,slh,15.605,52.4
1499,kl,shecan,5,3,slh,5.333,44.6
1500,kl,shecan,5,4,slh,12.698,54.6
1501,kl,shecan,5,5,slh,10.931,69.2
1502,kl,shecan,6,1,my,13.19,88.5
1503,kl,shecan,6,2,my,9.99,67.3
1504,kl,shecan,6,3,my,12.248,75.8
1505,kl,shecan,6,4,my,12.629,83.3
1506,kl,shecan,6,5,my,17.16,113.9
1507,kl,shecan,7,1,my,14.071,64.2
1508,kl,shecan,7,2,my,18.474,85
1509,kl,shecan,7,3,my,12.034,53.7
1510,kl,shecan,7,4,my,10.665,50.3
1511,kl,shecan,7,5,my,14.413,58.7
1512,kl,shecan,8,1,my,7.999,41.1
1513,kl,shecan,8,2,my,19.047,129.6
1514,kl,shecan,8,3,my,14.778,103
1515,kl,shecan,8,4,my,14.583,71.6
1516,kl,shecan,8,5,my,14.583,83
3724,kl,shecan,9,1,slh,16.807,NA
3738,kl,shecan,9,2,slh,17.908,NA
3754,kl,shecan,9,3,slh,19.01,NA
3698,kl,shecan,9,4,slh,13.407,NA
3699,kl,shecan,9,5,slh,12.815,NA
4352,kl,shecan,4_02,1,NA,8.106,45
4353,kl,shecan,4_02,2,NA,6.13,28.4
4354,kl,shecan,4_02,3,NA,7.419,36.5
4720,kl,shecan,4_02,4,NA,9.778,49
4721,kl,shecan,4_02,5,NA,10.119,53.6
1517,kl,sorsco,1,1,dl,58.679,225.4
1518,kl,sorsco,1,2,dl,79.334,276.7
1519,kl,sorsco,1,3,dl,73.77,303
1520,kl,sorsco,1,4,dl,61.969,217.5
1521,kl,sorsco,1,5,dl,67.005,292.2
1522,kl,sorsco,2,1,dl,116.653,443.5
1523,kl,sorsco,2,2,dl,108.683,485.5
1524,kl,sorsco,2,3,dl,57.909,233.9
1525,kl,sorsco,2,4,dl,94.564,429.4
1526,kl,sorsco,2,5,dl,90.675,418.4
1527,kl,sorsco,3,1,dl,114.444,369.9
1528,kl,sorsco,3,2,dl,80.616,287.3
1529,kl,sorsco,3,3,dl,51.259,179.9
1530,kl,sorsco,3,4,dl,75.596,264.8
1531,kl,sorsco,3,5,dl,57.489,211.1
1532,kl,sorsco,4,1,dl,72.297,408.1
1533,kl,sorsco,4,2,dl,46.078,255.9
1534,kl,sorsco,4,3,dl,53.945,314.3
1535,kl,sorsco,4,4,dl,46.752,245.5
1536,kl,sorsco,4,5,dl,58.858,337.5
1537,kl,sorsco,5,1,dl,54.419,203.8
1538,kl,sorsco,5,2,dl,66.291,271.3
1539,kl,sorsco,5,3,dl,44.078,186.3
1540,kl,sorsco,5,4,dl,46.24,203.1
1541,kl,sorsco,5,5,dl,79.327,396.6
4748,kl,sorsco,6,1,NA,87.033,497.5
4749,kl,sorsco,6,2,NA,51.662,235.9
4791,kl,sorsco,6,3,NA,60.196,292.9
4507,kl,sorsco,6,4,NA,62.975,297.5
4629,kl,sorsco,6,5,NA,65.531,336
1542,kl,sorsco,7,1,dl,102.107,449
1543,kl,sorsco,7,2,dl,90.591,429.2
1544,kl,sorsco,7,3,dl,137.353,658.7
1545,kl,sorsco,7,4,dl,105.701,450.7
1546,kl,sorsco,7,5,dl,133.213,590.3
1547,kl,sorsco,8,1,dl,122.614,347.1
1548,kl,sorsco,8,2,dl,135.612,381.7
1549,kl,sorsco,8,3,dl,77.644,191.3
1550,kl,sorsco,8,4,dl,69.849,152.7
1551,kl,sorsco,8,5,dl,131.916,344.8
1552,kl,sorsco,9,1,dl,81.359,313.7
1553,kl,sorsco,9,2,dl,97.264,383.8
1554,kl,sorsco,9,3,dl,151.587,651
1555,kl,sorsco,9,4,dl,125.125,436
1556,kl,sorsco,9,5,dl,102.121,419
1557,kl,sorsco,10,1,dl,78.206,99.2
1558,kl,sorsco,10,1,dl,78.206,361.1
1559,kl,sorsco,10,2,dl,52.879,108.7
1560,kl,sorsco,10,2,dl,52.879,257
1561,kl,sorsco,10,3,dl,53.987,212.9
1562,kl,sorsco,10,3,dl,53.987,102.6
1563,kl,sorsco,10,4,dl,58.232,67.8
1564,kl,sorsco,10,4,dl,58.232,262.4
1565,kl,sorsco,10,5,dl,50.794,79.3
1566,kl,sorsco,10,5,dl,50.794,230.5
1567,kl,spibet,3,1,my,14.447,44
1568,kl,spibet,3,2,my,7.909,22.4
1569,kl,spibet,3,3,my,17.571,54.8
1570,kl,spibet,3,4,my,20.305,67
1571,kl,spibet,3,5,my,20.324,60.9
1572,kl,spibet,4,1,my,12.122,43.2
1573,kl,spibet,4,2,my,9.678,37.9
1574,kl,spibet,4,3,my,13.724,49.7
1575,kl,spibet,4,4,my,12.299,41.1
1576,kl,spibet,4,5,my,9.243,31.8
1577,kl,spibet,5,1,slh,9.239,34.9
1578,kl,spibet,5,2,slh,8.947,35.6
1579,kl,spibet,5,3,slh,9.912,41.3
1580,kl,spibet,5,4,slh,7.333,28.9
1581,kl,spibet,5,5,slh,8.812,37.3
1582,kl,spibet,6,1,slh,21.679,79.1
1583,kl,spibet,6,2,slh,18.783,76.2
1584,kl,spibet,6,3,slh,15.254,50.9
1585,kl,spibet,6,4,slh,18.285,60.5
1586,kl,spibet,6,5,slh,17.447,72.1
1587,kl,spibet,7,1,slh,17.59,78.2
1588,kl,spibet,7,2,slh,14.644,78.1
1589,kl,spibet,7,3,slh,15.134,77.6
1590,kl,spibet,7,4,slh,14.478,68.3
1591,kl,spibet,7,5,slh,16.674,75.5
1592,kl,spibet,8,1,slh,12.19,43
1593,kl,spibet,8,2,slh,4.089,15.8
1594,kl,spibet,8,3,slh,12.073,40.7
1595,kl,spibet,8,4,slh,4.4,15.1
1596,kl,spibet,8,5,slh,13.285,48.1
3654,kl,spibet,9,1,slh,14.662,NA
3642,kl,spibet,9,2,slh,12.988,NA
3656,kl,spibet,9,3,slh,15.007,NA
3739,kl,spibet,9,4,slh,13.722,NA
3740,kl,spibet,9,5,slh,14.075,NA
1597,kl,spibet,10,1,slh,20.992,56.4
1598,kl,spibet,10,2,slh,15.6,41.8
1599,kl,spibet,10,3,slh,22.83,62.5
1600,kl,spibet,10,4,slh,10.695,28.6
1601,kl,spibet,10,5,slh,20.357,54.1
1602,kl,spibet,11,1,PA,26.79,84.8
1603,kl,spibet,11,2,PA,28.905,112.5
1604,kl,spibet,11,3,PA,26.557,93.3
1605,kl,spibet,11,4,PA,24.242,86.7
1606,kl,spibet,11,5,PA,21.105,86.3
1607,kl,spibet,12,1,slh,11.777,37.2
1608,kl,spibet,12,2,slh,11.237,28.5
1609,kl,spibet,12,3,slh,11.188,36.8
1610,kl,spibet,12,4,slh,15.747,51.2
1611,kl,spibet,12,5,slh,9.841,25.3
1612,kl,symalb,1,1,slh,5.88,23.3
1613,kl,symalb,1,2,slh,6.567,26.1
1614,kl,symalb,1,3,slh,8.353,38.5
1615,kl,symalb,1,4,slh,6.491,25.2
1616,kl,symalb,1,5,slh,5.172,19.1
1617,kl,symalb,2,1,my,9.067,27.1
1619,kl,symalb,2,2,my,5.57,18.9
1621,kl,symalb,2,3,my,8.413,30
1623,kl,symalb,2,4,my,5.486,18.4
1626,kl,symalb,2,5,my,8.056,28.7
1627,kl,symalb,3,1,slh,7.925,38.5
1628,kl,symalb,3,2,slh,3.737,16.4
1629,kl,symalb,3,3,slh,5.145,24.6
1630,kl,symalb,3,4,slh,3.226,14.2
1631,kl,symalb,3,5,slh,4.051,16
4472,kl,symalb,7,1,NA,13.023,36.2
4716,kl,symalb,7,2,NA,12.805,35.1
4474,kl,symalb,7,3,NA,5.634,12.3
4839,kl,symalb,7,4,NA,4.676,10.6
4840,kl,symalb,7,5,NA,7.885,21.6
1632,kl,symalb,8,1,my,13.151,25.9
1633,kl,symalb,8,1,my,7.891,25.9
1634,kl,symalb,8,2,my,12.913,47.2
1635,kl,symalb,8,2,my,13.12,47.2
1636,kl,symalb,8,3,my,16.249,56.1
1637,kl,symalb,8,3,my,5.671,56.1
1638,kl,symalb,8,4,my,8.711,28.8
1639,kl,symalb,8,4,my,4.751,28.8
1640,kl,symalb,8,5,my,9.352,32.3
1641,kl,symalb,8,5,my,7.954,32.3
1642,kl,symalb,9,1,my,7.524,36
1643,kl,symalb,9,2,my,6.054,19.1
1644,kl,symalb,9,3,my,5.946,19
1645,kl,symalb,9,4,my,7.137,24
1646,kl,symalb,9,5,my,4.078,14
1647,kl,symalb,10,1,slh,11.847,53.6
1648,kl,symalb,10,2,slh,10.471,38
1649,kl,symalb,10,3,slh,8.059,37.5
1650,kl,symalb,10,4,slh,5.513,19.5
1651,kl,symalb,10,5,slh,5.903,26
1652,kl,symalb,11,1,slh,13.149,65.8
1653,kl,symalb,11,2,slh,12.945,64.1
1654,kl,symalb,11,3,slh,11.493,52.3
1655,kl,symalb,11,4,slh,12.198,49.2
1656,kl,symalb,11,5,slh,9.209,39.9
1657,kl,symalb,12,1,slh,5.4,30.6
1658,kl,symalb,12,2,slh,4.607,24
1659,kl,symalb,12,3,slh,4.345,23
1660,kl,symalb,12,4,slh,4.912,26.9
1661,kl,symalb,12,5,slh,3.581,18.3
1618,kl,symalb,02_02,1,slh,13.454,64.7
1620,kl,symalb,02_02,2,slh,6.783,27.6
1622,kl,symalb,02_02,3,slh,8.886,43.9
1624,kl,symalb,02_02,4,slh,5.839,26
1625,kl,symalb,02_02,5,slh,7.337,37.5
1662,kl,vacmem,1,1,slh,7.674,45.4
1663,kl,vacmem,1,2,slh,7.805,40.4
1664,kl,vacmem,1,3,slh,6.377,33.7
1665,kl,vacmem,1,4,slh,7.947,44.2
1666,kl,vacmem,1,5,slh,5.553,28.2
1667,kl,vacmem,2,1,slh,5.961,28.2
1668,kl,vacmem,2,2,slh,4.305,17.8
1669,kl,vacmem,2,3,slh,7.863,38.7
1670,kl,vacmem,2,4,slh,5.082,23.4
1671,kl,vacmem,2,5,slh,10.171,45.4
1672,kl,vacmem,3,1,slh,9.88,39.8
1673,kl,vacmem,3,2,slh,9.64,41.6
1674,kl,vacmem,3,3,slh,11.202,45.9
1675,kl,vacmem,3,4,slh,8.527,36.3
1676,kl,vacmem,3,5,slh,8.04,31.9
1677,kl,vacmem,4,1,PA,4.603,15.6
1678,kl,vacmem,4,2,PA,5.079,17.4
1679,kl,vacmem,4,3,PA,5.857,20
1680,kl,vacmem,4,4,PA,4.831,15.9
1681,kl,vacmem,4,5,PA,4.062,12.1
1682,kl,vacmem,5,1,slh,10.781,29.1
1683,kl,vacmem,5,2,slh,8.208,19.4
1684,kl,vacmem,5,3,slh,11.723,30.7
1685,kl,vacmem,5,4,slh,8.74,24.7
1686,kl,vacmem,5,5,slh,14.619,33.3
1687,kl,vacmem,6,1,slh,3.688,10.7
1688,kl,vacmem,6,2,slh,3.669,12
1689,kl,vacmem,6,3,slh,4.032,14.3
1690,kl,vacmem,6,4,slh,4.372,14.1
1691,kl,vacmem,6,5,slh,4.818,15.6
1692,kl,vacmem,7,1,slh,8.554,23.9
1693,kl,vacmem,7,2,slh,10.938,28.3
1694,kl,vacmem,7,3,slh,15.823,50.8
1695,kl,vacmem,7,4,slh,9.583,27.9
1696,kl,vacmem,7,5,slh,12.718,39.3
1697,kl,vacmem,8,1,slh,7.718,28.9
1698,kl,vacmem,8,2,slh,9.812,33.5
1699,kl,vacmem,8,3,slh,9.885,30.7
1700,kl,vacmem,8,4,slh,10.821,37
1701,kl,vacmem,8,5,slh,7.875,29.6
1702,kl,vacmem,9,1,slh,6.363,29.4
1703,kl,vacmem,9,2,slh,9.523,35.8
1704,kl,vacmem,9,3,slh,6.533,26.8
1705,kl,vacmem,9,4,slh,8.509,33.1
1706,kl,vacmem,9,5,slh,9.316,35.7
4552,kl,vacmem,10,1,NA,11.05,38.2
4553,kl,vacmem,10,2,NA,14.331,51.4
4554,kl,vacmem,10,3,NA,13.392,47.9
4555,kl,vacmem,10,4,NA,7.749,24.5
4556,kl,vacmem,10,5,NA,11.501,39.3
1707,kl,vacmem,11,1,af,9.062,19.9
1708,kl,vacmem,11,2,af,8.311,18
1709,kl,vacmem,11,3,af,9.373,27.7
1710,kl,vacmem,11,4,af,8.08,20.3
1711,kl,vacmem,11,5,af,9.116,18
1712,kl,vibedu,1,1,PA,37.291,131.7
1713,kl,vibedu,1,2,PA,47.839,169.5
1714,kl,vibedu,1,3,PA,37.846,134.5
1715,kl,vibedu,1,4,PA,38.528,150.1
1716,kl,vibedu,1,5,PA,56.463,213.5
1717,kl,vibedu,2,1,slh,40.533,132.9
1718,kl,vibedu,2,2,slh,29.841,89.9
1719,kl,vibedu,2,3,slh,36.801,116.9
1720,kl,vibedu,2,4,slh,45.505,149.4
1721,kl,vibedu,2,5,slh,16.581,472
1722,kl,vibedu,3,1,PA,52.978,155.4
1723,kl,vibedu,3,2,PA,36.031,108.1
1724,kl,vibedu,3,3,PA,43.237,128.1
1725,kl,vibedu,3,4,PA,38.194,121.7
1726,kl,vibedu,3,5,PA,51.499,165.3
1727,kl,vibedu,4,1,slh,42.483,195.8
1728,kl,vibedu,4,2,slh,45.464,259.8
1729,kl,vibedu,4,3,slh,44.617,190.8
1730,kl,vibedu,4,4,slh,63.005,263.8
1731,kl,vibedu,4,5,slh,32.111,159.5
1732,kl,vibedu,5,1,slh,40.486,190.7
1733,kl,vibedu,5,2,slh,33.751,147
1734,kl,vibedu,5,3,slh,40.4,175.5
1735,kl,vibedu,5,4,slh,37.208,169.2
1736,kl,vibedu,5,5,slh,53.369,240.8
3858,kl,vibedu,6,1,NA,43.891,185
3859,kl,vibedu,6,2,NA,75.718,277.1
3860,kl,vibedu,6,3,NA,52.684,245.2
3861,kl,vibedu,6,4,NA,51.96,218.7
3862,kl,vibedu,6,5,NA,41.851,213.1
1737,kl,vibedu,7,1,slh,28.21,111
1738,kl,vibedu,7,2,slh,26.223,101.4
1739,kl,vibedu,7,3,slh,37.688,160
1740,kl,vibedu,7,4,slh,21.745,105.1
1741,kl,vibedu,7,5,slh,26.084,119.8
1742,kl,vibedu,8,1,PA,34.562,206.1
1743,kl,vibedu,8,2,PA,23.898,115.9
1744,kl,vibedu,8,3,PA,34.19,205.1
1745,kl,vibedu,8,4,PA,61.169,349.1
1746,kl,vibedu,8,5,PA,54.092,348
4933,kl,vibedu,9,5,NA,79.488,376
1747,kl,vibedu,9,1,slh,79.104,210
1749,kl,vibedu,9,2,slh,36.293,272.3
1750,kl,vibedu,9,3,slh,48.673,330.3
1751,kl,vibedu,9,4,slh,59.048,412
1752,kl,vibedu,10,1,slh,33.872,183.9
1753,kl,vibedu,10,2,slh,25.208,117.7
1754,kl,vibedu,10,3,slh,41.424,185.3
1755,kl,vibedu,10,4,slh,38.326,169.5
1756,kl,vibedu,10,5,slh,48.899,171
1758,mp,acegla,1,1,ks,37.674,127.7
1759,mp,acegla,1,2,ks,33.544,88.4
1761,mp,acegla,1,3,ks,37.243,123.9
1764,mp,acegla,1,4,ks,34.975,110.4
1765,mp,acegla,1,5,ks,33.04,100.5
1757,mp,acegla,1,1,slh,37.995,127.7
1760,mp,acegla,1,2,slh,33.987,88.4
1762,mp,acegla,1,3,slh,37.558,123.9
1763,mp,acegla,1,4,slh,35.273,110.4
1766,mp,acegla,1,5,slh,33.321,100.5
1768,mp,acegla,2,1,my,32.948,188.5
1769,mp,acegla,2,2,my,42.366,127.1
1771,mp,acegla,2,3,my,58.879,282.9
1774,mp,acegla,2,4,my,48.555,211.4
1775,mp,acegla,2,5,my,30.151,137.5
1767,mp,acegla,2,1,PA,42.366,188.5
1770,mp,acegla,2,2,PA,32.948,127.1
1772,mp,acegla,2,3,PA,58.879,282.9
1773,mp,acegla,2,4,PA,48.555,211.4
1776,mp,acegla,2,5,PA,30.151,137.5
1777,mp,acegla,3,1,my,25.569,283.4
1778,mp,acegla,3,2,my,65.893,107.3
1779,mp,acegla,3,3,my,62.647,288.9
1780,mp,acegla,3,4,my,107.123,500.2
1781,mp,acegla,3,5,my,110.844,467.8
1782,mp,acegla,4,1,my,37.389,88.3
1783,mp,acegla,4,2,my,29.728,76.2
1784,mp,acegla,4,3,my,53.246,128.1
1785,mp,acegla,4,4,my,42.391,135.7
1786,mp,acegla,4,5,my,70.318,187
1787,mp,acegla,5,1,my,37.393,76.7
1789,mp,acegla,5,2,my,51.727,86.4
1792,mp,acegla,5,3,my,28.395,54.2
1793,mp,acegla,5,4,my,60.488,55.9
1795,mp,acegla,5,5,my,34.959,128
1788,mp,acegla,5,1,PA,37.393,76.7
1790,mp,acegla,5,2,PA,51.718,86.4
1791,mp,acegla,5,3,PA,28.395,54.2
1794,mp,acegla,5,4,PA,34.959,55.9
1796,mp,acegla,5,5,PA,60.488,128
1797,mp,acegla,7,1,my,50.331,141.3
1798,mp,acegla,7,2,my,54.739,150.1
1799,mp,acegla,7,3,my,61.403,190
1800,mp,acegla,7,4,my,49.794,124.3
1801,mp,acegla,7,5,my,39.898,99.9
1802,mp,acegla,8,1,my,72.668,289
1803,mp,acegla,8,2,my,26.544,66.1
1804,mp,acegla,8,3,my,77.441,228.3
1805,mp,acegla,8,4,my,40.227,94.5
1806,mp,acegla,8,5,my,67.559,177.6
1807,mp,acegla,9,1,my,66.312,146.3
1808,mp,acegla,9,2,my,59.637,139
1809,mp,acegla,9,3,my,47.588,121.5
1810,mp,acegla,9,4,my,85.987,211.7
1811,mp,acegla,9,5,my,78.597,178.4
1812,mp,acegla,10,1,my,55.334,111.3
1813,mp,acegla,10,2,my,60.972,124.2
1814,mp,acegla,10,3,my,44.074,103
1815,mp,acegla,10,4,my,43.538,84.2
1816,mp,acegla,10,5,my,61.413,138.6
3929,mp,acegla,11,1,NA,51.855,194.5
3931,mp,acegla,11,2,NA,39.039,156.8
3933,mp,acegla,11,3,NA,52.345,212.7
3935,mp,acegla,11,4,NA,39.312,164.4
3937,mp,acegla,11,5,NA,61.75,245.9
3928,mp,acegla,11_02,1,NA,35.456,92.9
3930,mp,acegla,11_02,2,NA,55.196,109.6
3932,mp,acegla,11_02,3,NA,36.061,86.4
3934,mp,acegla,11_02,4,NA,42.191,118.7
3936,mp,acegla,11_02,5,NA,44.1,114.3
1817,mp,alninc,1,1,slh,31.799,109.62
1818,mp,alninc,1,2,slh,42.536,131.48
1819,mp,alninc,1,3,slh,30.22,90.4
1820,mp,alninc,1,4,slh,30.741,86.98
1821,mp,alninc,1,5,slh,36.578,113.92
1822,mp,alninc,2,1,PA,21.999,159.1
1823,mp,alninc,2,2,PA,17.664,129
1824,mp,alninc,2,3,PA,17.903,93.8
1825,mp,alninc,2,4,PA,18.695,118
1826,mp,alninc,2,5,PA,21.256,133.8
1827,mp,alninc,3,1,PA,25.729,135.7
1828,mp,alninc,3,2,PA,27.917,141.07
1829,mp,alninc,3,3,PA,32.589,171.22
1830,mp,alninc,3,4,PA,22.197,118
1831,mp,alninc,3,5,PA,22.63,124.51
1832,mp,alninc,4,1,my,41.695,143.4
1833,mp,alninc,4,2,my,46.547,149.9
1834,mp,alninc,4,3,my,34.824,107.4
1835,mp,alninc,4,4,my,27.347,108.4
1836,mp,alninc,4,5,my,30.023,116.7
1837,mp,alninc,5,1,slh,33.684,91.7
1838,mp,alninc,5,2,slh,33.44,99.6
