,site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
2322,mp,rosaci,3,1,my,10.835,48.9
2323,mp,rosaci,3,2,my,14.413,52.6
2324,mp,rosaci,3,3,my,17.082,72.3
2325,mp,rosaci,3,4,my,20.165,73.3
2326,mp,rosaci,3,5,my,25.921,112.3
5181,mp,rosaci,4,1,NA,NA,NA
5145,mp,rosaci,4,2,NA,NA,NA
4883,mp,rosaci,4,3,NA,NA,NA
5003,mp,rosaci,4,4,NA,NA,NA
4761,mp,rosaci,4,5,NA,NA,NA
2332,mp,rosaci,5,1,PA,36.723,131.9
2333,mp,rosaci,5,2,PA,25.013,99.7
2334,mp,rosaci,5,3,PA,26.754,97.8
2335,mp,rosaci,5,4,PA,30.858,109
2336,mp,rosaci,5,5,PA,26.4,95.1
2327,mp,rosaci,6,1,ks,4.67,80.52
2328,mp,rosaci,6,2,ks,7.844,134.36
2329,mp,rosaci,6,3,ks,5.531,113.68
2330,mp,rosaci,6,4,ks,3.3,58
2331,mp,rosaci,6,5,ks,6.178,122.4
2337,mp,rosaci,7,1,my,18.106,66.6
2338,mp,rosaci,7,2,my,13.193,56
2339,mp,rosaci,7,3,my,14.042,53.7
2340,mp,rosaci,7,4,my,22.294,92.6
2341,mp,rosaci,7,5,my,20.476,78.7
2342,mp,rosaci,8,1,PA,31.145,132.38
2343,mp,rosaci,8,2,PA,23.631,89
2344,mp,rosaci,8,3,PA,23.989,100.7
2345,mp,rosaci,8,4,PA,27.818,104.7
2346,mp,rosaci,8,5,PA,25.896,103.4
2347,mp,rosaci,9,1,my,27.997,110.9
2348,mp,rosaci,9,2,my,22.881,85.1
2349,mp,rosaci,9,3,my,32.406,134.5
2350,mp,rosaci,9,4,my,21.923,81.9
2351,mp,rosaci,9,5,my,17.289,57.6
2352,mp,rosaci,10,1,my,32.558,92.8
2353,mp,rosaci,10,2,my,25.655,138.1
2354,mp,rosaci,10,3,my,20.142,109
2355,mp,rosaci,10,4,my,22.688,102.2
2356,mp,rosaci,10,5,my,23.151,87.5
3665,mp,rosaci_rosgym,4,1,ks,15.555,NA
3666,mp,rosaci_rosgym,4,2,ks,9.432,NA
3667,mp,rosaci_rosgym,4,3,ks,7.719,NA
3655,mp,rosaci_rosgym,4,4,ks,11.105,NA
3669,mp,rosaci_rosgym,4,5,ks,10.112,NA
2357,mp,rosgym,1,1,slh,23.086,61
2358,mp,rosgym,1,2,slh,17.391,45.1
2359,mp,rosgym,1,3,slh,28.16,69
2360,mp,rosgym,1,4,slh,18.803,45.8
2361,mp,rosgym,1,5,slh,19.094,44.5
2362,mp,rosgym,2,1,ks,3.486,38.4
2363,mp,rosgym,2,2,ks,2.432,23.9
2364,mp,rosgym,2,3,ks,4.587,54
2365,mp,rosgym,2,4,ks,3.336,30.4
2366,mp,rosgym,2,5,ks,3.386,36.4
4558,mp,rosgym,3,1,NA,NA,45.6
5046,mp,rosgym,3,2,NA,NA,24.2
5007,mp,rosgym,3,3,NA,NA,43.3
4805,mp,rosgym,3,4,NA,NA,113.7
4887,mp,rosgym,3,5,NA,NA,37.4
2367,mp,rosgym,4,1,my,45.184,109
2368,mp,rosgym,4,2,my,45.307,104.7
2369,mp,rosgym,4,3,my,29.743,58.2
2370,mp,rosgym,4,4,my,27.874,57.5
2371,mp,rosgym,4,5,my,34.994,75.3
2372,mp,rosgym,5,1,my,29.372,55.9
2373,mp,rosgym,5,2,my,13.317,27.5
2374,mp,rosgym,5,3,my,32.166,71
2375,mp,rosgym,5,4,my,31.517,64.1
2376,mp,rosgym,5,5,my,27.516,64.8
2377,mp,rosgym,6,1,PA,30.943,64.4
2378,mp,rosgym,6,2,PA,26.028,48.8
2379,mp,rosgym,6,3,PA,18.334,42.5
2380,mp,rosgym,6,4,PA,28.724,55.8
2381,mp,rosgym,6,5,PA,24.567,49.2
2382,mp,rosgym,7,1,my,NA,32.5
2383,mp,rosgym,7,2,my,NA,55.6
2384,mp,rosgym,7,3,my,NA,40.9
2385,mp,rosgym,7,4,my,NA,48
2386,mp,rosgym,7,5,my,NA,37.5
2387,mp,rosgym,8,1,my,18.708,74.6
2388,mp,rosgym,8,2,my,17.785,61.3
2389,mp,rosgym,8,3,my,33.132,37
2390,mp,rosgym,8,4,my,26.092,116.6
2391,mp,rosgym,8,5,my,14.461,42.1
2392,mp,rosgym,9,1,my,33.206,86.3
2393,mp,rosgym,9,2,my,28.521,56.9
2394,mp,rosgym,9,3,my,41.251,111.7
2395,mp,rosgym,9,4,my,33.654,86.5
2396,mp,rosgym,9,5,my,36.865,98.5
2397,mp,rosgym,10,1,ks,6.684,52.5
2398,mp,rosgym,10,2,ks,11.686,105.4
2399,mp,rosgym,10,3,ks,14.603,132.1
2400,mp,rosgym,10,4,ks,4.915,45.4
2401,mp,rosgym,10,5,ks,8.466,68.3
4598,mp,rosgym,4_02,1,NA,NA,126.4
4599,mp,rosgym,4_02,2,NA,NA,75.8
4600,mp,rosgym,4_02,3,NA,NA,74.2
4601,mp,rosgym,4_02,4,NA,NA,96
4481,mp,rosgym,4_02,5,NA,NA,83.2
3742,mp,rosgym,7_2,1,my,14.355,NA
3635,mp,rosgym,7_2,2,my,19.149,NA
3636,mp,rosgym,7_2,3,my,14.861,NA
3637,mp,rosgym,7_2,4,my,13.374,NA
3638,mp,rosgym,7_2,5,my,17.064,NA
2402,mp,rubpar,1,1,ks,16.74,165.48
2403,mp,rubpar,1,2,ks,33.944,282.8
2404,mp,rubpar,1,3,ks,34.861,366.3
2405,mp,rubpar,1,4,ks,46.398,470.95
2406,mp,rubpar,1,5,ks,28.854,270.71
5111,mp,rubpar,2,1,NA,134.55,428.7
5177,mp,rubpar,2,2,NA,30.117,66.1
5045,mp,rubpar,2,3,NA,39.299,114.3
5086,mp,rubpar,2,4,NA,48.83,90.2
4965,mp,rubpar,2,5,NA,58.863,139.5
2407,mp,rubpar,3,1,my,200.793,398.7
2408,mp,rubpar,3,2,my,201.28,208.4
2409,mp,rubpar,3,3,my,93.358,172.5
2410,mp,rubpar,3,4,my,218.711,488.8
2411,mp,rubpar,3,5,my,234.255,487.9
2412,mp,rubpar,4,1,ks,51.765,383.8
2413,mp,rubpar,4,2,ks,45.199,434.1
2414,mp,rubpar,4,3,ks,49.77,564.4
2415,mp,rubpar,4,4,ks,52.665,405.2
2416,mp,rubpar,4,5,ks,33.978,243.1
2417,mp,rubpar,5,1,ks,34.23,475.83
2418,mp,rubpar,5,2,ks,27.015,353.96
2419,mp,rubpar,5,3,ks,25.657,316.49
2420,mp,rubpar,5,4,ks,24.736,289.62
2421,mp,rubpar,5,5,ks,31.097,400.51
2427,mp,rubpar,6,1,PA,69.898,220
2428,mp,rubpar,6,2,PA,27.288,66.4
2429,mp,rubpar,6,3,PA,64.266,156.6
2430,mp,rubpar,6,4,PA,66.34,178.1
2431,mp,rubpar,6,5,PA,53.881,103.1
2422,mp,rubpar,7,1,my,136.334,311.46
2423,mp,rubpar,7,2,my,73.885,354.74
2424,mp,rubpar,7,3,my,129.985,171.2
2425,mp,rubpar,7,4,my,214.08,574.91
2426,mp,rubpar,7,5,my,218.673,554
2432,mp,rubpar,8,1,my,114.369,232.2
2433,mp,rubpar,8,2,my,97.257,286.3
2434,mp,rubpar,8,3,my,187.012,459.1
2435,mp,rubpar,8,4,my,57.822,149.5
2436,mp,rubpar,8,5,my,83.796,198.7
2437,mp,rubpar,9,1,ks,50.26,430
2438,mp,rubpar,9,2,ks,40.472,349.3
2439,mp,rubpar,9,3,ks,52.497,499.2
2440,mp,rubpar,9,4,ks,33.276,251.1
2441,mp,rubpar,9,5,ks,34.828,274.5
2442,mp,rubpar,10,1,ks,29.109,269.5
2443,mp,rubpar,10,2,ks,46.609,477.4
2444,mp,rubpar,10,3,ks,29.685,281
2445,mp,rubpar,10,4,ks,8.515,70.6
2446,mp,rubpar,10,5,ks,21.274,248.3
4987,mp,rubpar,21,1,NA,NA,1301.8
5028,mp,rubpar,21,2,NA,NA,358.2
4905,mp,rubpar,21,3,NA,NA,362.5
4622,mp,rubpar,21,4,NA,NA,1364.3
4623,mp,rubpar,21,5,NA,NA,810.4
4664,mp,rubpar,3_02,1,NA,NA,400.85
4625,mp,rubpar,3_02,2,NA,NA,497.99
4626,mp,rubpar,3_02,3,NA,NA,173.78
4667,mp,rubpar,3_02,4,NA,NA,NA
4872,mp,rubpar,3_02,5,NA,NA,NA
5150,mp,rubpar,7_2,1,NA,169.077,331.9
5192,mp,rubpar,7_2,2,NA,101.382,216.8
5098,mp,rubpar,7_2,3,NA,119.301,250.4
4884,mp,rubpar,7_2,4,NA,166.829,352.5
4967,mp,rubpar,7_2,5,NA,165.07,332.3
2447,mp,rubspe,1,1,my,88.946,104.1
2448,mp,rubspe,1,2,my,53.247,192.7
2449,mp,rubspe,1,3,my,95.047,91.4
2450,mp,rubspe,1,4,my,43.875,179.4
2451,mp,rubspe,1,5,my,119.406,244.6
2452,mp,rubspe,3,1,PA,130.739,267.3
2453,mp,rubspe,3,2,PA,56.17,110.4
2454,mp,rubspe,3,3,PA,75.548,160.4
2455,mp,rubspe,3,4,PA,52.897,112.2
2456,mp,rubspe,3,5,PA,95.297,182.1
2457,mp,rubspe,4,1,PA,39.387,72.5
2458,mp,rubspe,4,2,PA,51.529,98.5
2459,mp,rubspe,4,3,PA,68.353,135.4
2460,mp,rubspe,4,4,PA,34.052,70.6
2461,mp,rubspe,4,5,PA,22.801,30.3
2462,mp,rubspe,5,1,ks,7.667,54.3
2463,mp,rubspe,5,2,ks,16.997,108.6
2464,mp,rubspe,5,3,ks,18.352,116.6
2465,mp,rubspe,5,4,ks,16.321,110.2
2466,mp,rubspe,5,5,ks,13.793,91.2
2467,mp,rubspe,6,1,ks,15.142,97.8
2468,mp,rubspe,6,2,ks,17.199,130.1
2469,mp,rubspe,6,3,ks,18.061,116.3
2470,mp,rubspe,6,4,ks,25.964,169.1
2471,mp,rubspe,6,5,ks,28.256,193.9
4693,mp,rubspe,7,1,NA,NA,310.6
4694,mp,rubspe,7,2,NA,NA,NA
4331,mp,rubspe,7,3,NA,NA,NA
4332,mp,rubspe,7,4,NA,NA,NA
4333,mp,rubspe,7,5,NA,NA,NA
2472,mp,rubspe,8,1,PA,31.279,76.5
2473,mp,rubspe,8,2,PA,24.848,45.7
2474,mp,rubspe,8,3,PA,15.492,38.6
2475,mp,rubspe,8,4,PA,29.192,60
2476,mp,rubspe,8,5,PA,46.222,89.5
2477,mp,rubspe,9,1,PA,52.085,93.9
2478,mp,rubspe,9,2,PA,117.053,209
2479,mp,rubspe,9,3,PA,45.2,78.1
2480,mp,rubspe,9,4,PA,31.12,57.7
2481,mp,rubspe,9,5,PA,40.549,75.4
2482,mp,rubspe,10,1,my,139.169,358.36
2483,mp,rubspe,10,2,my,138.509,290.23
2484,mp,rubspe,10,3,my,57.317,133.4
2485,mp,rubspe,10,4,my,120.865,254.14
2486,mp,rubspe,10,5,my,157.419,334.92
2487,mp,rubspe,11,1,my,103.666,186.5
2488,mp,rubspe,11,2,my,144.043,233.6
2489,mp,rubspe,11,3,my,126.987,181.6
2490,mp,rubspe,11,4,my,127.131,202.5
2491,mp,rubspe,11,5,my,134.011,237
2492,mp,rubspe,12,1,PA,48.902,99.6
2493,mp,rubspe,12,2,PA,45.764,94.5
2494,mp,rubspe,12,3,PA,50.262,100.4
2495,mp,rubspe,12,4,PA,41.834,82.1
2496,mp,rubspe,12,5,PA,55.175,105.9
2497,mp,rubspe,13,1,my,91.748,186.1
2498,mp,rubspe,13,2,my,110.411,209.5
2499,mp,rubspe,13,3,my,105.913,197.4
2500,mp,rubspe,13,4,my,77.327,137.7
2501,mp,rubspe,13,5,my,51.497,89
2502,mp,rubspe,14,1,my,97.42,167.44
2503,mp,rubspe,14,2,my,111.28,157.12
2504,mp,rubspe,14,3,my,84.96,106.87
2505,mp,rubspe,14,4,my,57.089,140.82
2506,mp,rubspe,14,5,my,133.191,214.25
4733,mp,samrac,1,1,NA,163.9,373.4
4370,mp,samrac,1,2,NA,132.13,298.9
4007,mp,samrac,1,3,NA,320.817,673.2
4008,mp,samrac,1,4,NA,126.789,274.1
4009,mp,samrac,1,5,NA,177.651,328.8
4010,mp,samrac,2,1,NA,406.762,1184.1
4741,mp,samrac,2,2,NA,285.682,1345.4
4865,mp,samrac,2,3,NA,395.886,1472.2
4785,mp,samrac,2,4,NA,295.575,1127.4
4705,mp,samrac,2,5,NA,236.152,820.3
2507,mp,samrac,3,1,my,234.239,828.5
2508,mp,samrac,3,2,my,172.812,324.1
2509,mp,samrac,3,3,my,169.879,347.1
2510,mp,samrac,3,4,my,161.704,437.7
2511,mp,samrac,3,5,my,209.216,690.4
2512,mp,samrac,4,1,my,207.369,491.9
2513,mp,samrac,4,2,my,191.964,401.3
2514,mp,samrac,4,3,my,300.118,718.6
2515,mp,samrac,4,4,my,209.216,642.3
2516,mp,samrac,4,5,my,172.178,418.6
2517,mp,samrac,5,1,my,99.687,237.6
2518,mp,samrac,5,2,my,166.857,325.4
2519,mp,samrac,5,3,my,241.898,548.7
2520,mp,samrac,5,4,my,105.781,193.8
2521,mp,samrac,5,5,my,193.581,398.7
2522,mp,samrac,6,1,my,107.504,325.6
2523,mp,samrac,6,2,my,145.719,580.9
2524,mp,samrac,6,3,my,87.247,310.4
2525,mp,samrac,6,4,my,125.469,448
2526,mp,samrac,6,5,my,146.552,548.3
4764,mp,samrac,7,1,NA,123.132,691.1
4400,mp,samrac,7,2,NA,122.387,659.6
4765,mp,samrac,7,3,NA,126.27,757.8
4766,mp,samrac,7,4,NA,145.404,746.9
4767,mp,samrac,7,5,NA,78.751,348.9
2527,mp,samrac,8,1,my,309.672,561.3
2528,mp,samrac,8,2,my,231.706,922.2
2529,mp,samrac,8,3,my,247.528,630
2530,mp,samrac,8,4,my,145.199,355.9
2531,mp,samrac,8,5,my,207.203,594.5
2532,mp,samrac,9,1,my,117.837,421.8
2533,mp,samrac,9,2,my,120.323,375.2
2534,mp,samrac,9,3,my,244.453,769.3
2535,mp,samrac,9,4,my,209.7,670.8
2536,mp,samrac,9,5,my,194.107,628.8
2537,mp,samrac,10,1,my,227.66,413.3
2538,mp,samrac,10,2,my,164.209,299.3
2539,mp,samrac,10,3,my,232.76,415.5
2540,mp,samrac,10,4,my,317.259,631.2
2541,mp,samrac,10,5,my,316.457,613.7
2542,mp,samrac,11,1,my,251.75,800.8
2543,mp,samrac,11,2,my,448.805,1322.7
2544,mp,samrac,11,3,my,470.652,1344.5
2545,mp,samrac,11,4,my,409.451,1170.4
2546,mp,samrac,11,5,my,277.202,854.2
4424,mp,shecan,2,1,NA,10.77,65.67
4425,mp,shecan,2,2,NA,7.518,43.66
4750,mp,shecan,2,3,NA,8.536,54.33
4751,mp,shecan,2,4,NA,6.062,38.56
4752,mp,shecan,2,5,NA,8.566,50.02
4793,mp,shecan,3,1,NA,3.074,24.5
5188,mp,shecan,3,2,NA,5.584,48.6
5186,mp,shecan,3,3,NA,2.627,22.8
5160,mp,shecan,3,4,NA,5.514,47.7
5172,mp,shecan,3,5,NA,4.28,NA
5124,mp,shecan,4,1,NA,10.832,68.3
4799,mp,shecan,4,2,NA,10.422,57
4800,mp,shecan,4,3,NA,6.806,41
4801,mp,shecan,4,4,NA,10.329,60.8
4802,mp,shecan,4,5,NA,7.288,41.4
2547,mp,shecan,5,1,PA,12.44,96.7
2548,mp,shecan,5,2,PA,8.837,55.8
2549,mp,shecan,5,3,PA,9.359,64.1
2550,mp,shecan,5,4,PA,9.708,72
2551,mp,shecan,5,5,PA,9.037,63.5
2552,mp,shecan,6,1,my,10.558,52.02
2553,mp,shecan,6,2,my,10.154,43.85
2554,mp,shecan,6,3,my,9.862,50.96
2555,mp,shecan,6,4,my,7.378,33.44
2556,mp,shecan,6,5,my,7.319,35.64
4450,mp,shecan,7,1,NA,5.214,36.43
4815,mp,shecan,7,2,NA,6.075,47.01
4816,mp,shecan,7,3,NA,5.545,36.42
4817,mp,shecan,7,4,NA,5.01,34.22
4818,mp,shecan,7,5,NA,4.904,40.66
2557,mp,shecan,8,1,PA,11.59,53.1
2558,mp,shecan,8,2,PA,11.445,96.8
2559,mp,shecan,8,3,PA,6.42,37.7
2560,mp,shecan,8,4,PA,21.124,119.9
2561,mp,shecan,8,5,PA,15.392,114.5
2562,mp,shecan,9,1,my,13.361,80.2
2563,mp,shecan,9,2,my,16.171,102.6
2564,mp,shecan,9,3,my,9.164,54.4
2565,mp,shecan,9,4,my,15.635,115.8
2566,mp,shecan,9,5,my,13.254,88.9
4829,mp,shecan,10,1,NA,13.316,50.1
4465,mp,shecan,10,2,NA,8.377,31.5
4466,mp,shecan,10,3,NA,11.635,40.4
4467,mp,shecan,10,4,NA,5.213,16.4
4104,mp,shecan,10,5,NA,6.638,24.8
2567,mp,shecan,11,1,my,19.779,88.1
2568,mp,shecan,11,2,my,18.021,69.1
2569,mp,shecan,11,3,my,25.982,135.7
2570,mp,shecan,11,4,my,12.426,28.3
2571,mp,shecan,11,5,my,8.848,43.7
5056,mp,shecan,5_02,1,NA,NA,49.1
5044,mp,shecan,5_02,2,NA,NA,41.6
5075,mp,shecan,5_02,3,NA,NA,47.9
4841,mp,shecan,5_02,4,NA,NA,31.7
4842,mp,shecan,5_02,5,NA,NA,33.2
2572,mp,sorsco,1,1,my,53.58,255.8
2573,mp,sorsco,1,2,my,69.525,312.1
2574,mp,sorsco,1,3,my,66.95,330.9
2575,mp,sorsco,1,4,my,58.123,240.5
2576,mp,sorsco,1,5,my,88.004,419.5
2577,mp,sorsco,3,1,my,34.297,220.5
2578,mp,sorsco,3,2,my,42.339,316.1
2579,mp,sorsco,3,3,my,44.849,277.6
2580,mp,sorsco,3,4,my,49.626,311
2581,mp,sorsco,3,5,my,34.265,218.6
2582,mp,sorsco,4,1,my,74.676,291.1
2583,mp,sorsco,4,2,my,53.651,168.8
2584,mp,sorsco,4,3,my,113.725,493.15
2585,mp,sorsco,4,4,my,126.327,492.3
2586,mp,sorsco,4,5,my,117.081,492.8
2587,mp,sorsco,8,1,my,62.77,334.4
2588,mp,sorsco,8,2,my,133.05,762.6
2589,mp,sorsco,8,3,my,52.063,251.7
2590,mp,sorsco,8,4,my,132.626,777.5
2591,mp,sorsco,8,5,my,147.127,784.5
2592,mp,sorsco,10,1,my,78.916,390.5
2593,mp,sorsco,10,2,my,115.589,548.3
2594,mp,sorsco,10,3,my,114.495,542.8
2595,mp,sorsco,10,4,my,78.093,327.1
2596,mp,sorsco,10,5,my,81.019,333.8
3780,mp,sorsco,11,1,NA,58.137,171.8
4510,mp,sorsco,11,2,NA,78.401,354.6
4875,mp,sorsco,11,3,NA,101.863,475.4
4876,mp,sorsco,11,4,NA,82.214,338.7
4877,mp,sorsco,11,5,NA,83.886,278.1
2597,mp,sorsco,12,1,my,70.848,225.1
2598,mp,sorsco,12,2,my,91.656,373.9
2599,mp,sorsco,12,3,my,119.169,504.4
2600,mp,sorsco,12,4,my,64.258,187.4
2601,mp,sorsco,12,5,my,108.841,418.2
2602,mp,sorsco,13,1,my,127.887,612.3
2603,mp,sorsco,13,1,my,127.887,612.3
2604,mp,sorsco,13,2,my,127.526,498.8
2605,mp,sorsco,13,3,my,116.906,434.1
2606,mp,sorsco,13,4,my,119.654,437.4
2607,mp,sorsco,13,5,my,99.204,397.4
2608,mp,sorsco,14,1,my,90.359,364.5
2609,mp,sorsco,14,2,my,92.319,378.6
2610,mp,sorsco,14,3,my,112.862,437.9
2611,mp,sorsco,14,4,my,76.399,372
2612,mp,sorsco,14,5,my,93.3,303.1
3801,mp,sorsco,11_b,1,NA,82.367,419.1
3802,mp,sorsco,11_b,2,NA,73.518,341.8
4896,mp,sorsco,11_b,3,NA,51.84,263.9
4897,mp,sorsco,11_b,4,NA,92.203,513.2
4898,mp,sorsco,11_b,5,NA,54.155,250.8
2613,mp,spibet,1,1,PA,8.805,36.48
2614,mp,spibet,1,2,PA,4.907,23.48
2615,mp,spibet,1,3,PA,4.493,20.17
2616,mp,spibet,1,4,PA,5.405,20.63
2617,mp,spibet,1,5,PA,6.69,29.9
2618,mp,spibet,2,1,my,7.862,32.9
2619,mp,spibet,2,2,my,8.751,38.7
2620,mp,spibet,2,3,my,9.481,39.5
2621,mp,spibet,2,4,my,5.687,19.7
2622,mp,spibet,2,5,my,5.935,23.2
2623,mp,spibet,3,1,my,11.35,48.74
2624,mp,spibet,3,2,my,12.105,56.35
2625,mp,spibet,3,3,my,11.387,46.29
2626,mp,spibet,3,4,my,6.825,30.87
2627,mp,spibet,3,5,my,6.412,50.47
4550,mp,spibet,4,1,NA,5.372,19.6
4551,mp,spibet,4,2,NA,8.282,33.27
5164,mp,spibet,4,3,NA,5.121,26.7
5165,mp,spibet,4,4,NA,6.525,18.52
5184,mp,spibet,4,5,NA,8.894,33.7
2628,mp,spibet,5,1,my,11.449,36.84
2629,mp,spibet,5,2,my,9.242,24.02
2630,mp,spibet,5,3,my,6.388,22.83
2631,mp,spibet,5,4,my,7.02,20.78
2632,mp,spibet,5,5,my,7.66,23.87
2633,mp,spibet,6,1,PA,6.746,18.35
2634,mp,spibet,6,2,PA,6.37,20.42
2635,mp,spibet,6,3,PA,9.886,32.24
2636,mp,spibet,6,4,PA,8.247,25.44
2637,mp,spibet,6,5,PA,10.472,33.25
2638,mp,spibet,7,1,my,6.438,15.85
2639,mp,spibet,7,2,my,7.477,21
2640,mp,spibet,7,3,my,6.792,17.2
2641,mp,spibet,7,4,my,7.992,21.73
2642,mp,spibet,7,5,my,4.881,11.3
3841,mp,spibet,8,1,NA,8.928,29.4
3842,mp,spibet,8,2,NA,8.766,26.2
3843,mp,spibet,8,3,NA,12.504,42.9
3844,mp,spibet,8,4,NA,11.228,36.7
3845,mp,spibet,8,5,NA,9.622,31.5
3846,mp,spibet,9,1,NA,11.958,30.7
3847,mp,spibet,9,2,NA,7.46,21.1
4577,mp,spibet,9,3,NA,7.566,21.9
4578,mp,spibet,9,4,NA,9.275,27.8
4215,mp,spibet,9,5,NA,10.862,32.1
2643,mp,spibet,10,1,my,7.166,18.2
2644,mp,spibet,10,2,my,7.373,20.7
2645,mp,spibet,10,3,my,7.878,18.6
2646,mp,spibet,10,4,my,6.294,17.8
2647,mp,spibet,10,5,my,9.981,23.6
4221,mp,spidou,1,1,NA,5.073,NA
4222,mp,spidou,1,2,NA,2.68,NA
4587,mp,spidou,1,3,NA,3.82,NA
4588,mp,spidou,1,4,NA,4.298,NA
4468,mp,spidou,1,5,NA,3.901,NA
4469,mp,spidou,2,1,NA,4.968,19.6
4713,mp,spidou,2,2,NA,4.773,17.6
3863,mp,spidou,2,3,NA,5.146,20.6
3864,mp,spidou,2,4,NA,5.359,24.1
3865,mp,spidou,2,5,NA,4.96,22.4
4838,mp,spidou,3,1,NA,3.964,15.89
4596,mp,spidou,3,2,NA,3.423,13.22
4597,mp,spidou,3,3,NA,3.659,14.54
4962,mp,spidou,3,4,NA,3.322,12.16
4963,mp,spidou,3,5,NA,2.319,9.17
3871,mp,spipyr,1,1,NA,11.433,26.3
3872,mp,spipyr,1,2,NA,5.36,12.4
4724,mp,spipyr,1,3,NA,5.368,13.3
4482,mp,spipyr,1,4,NA,7.169,15.1
4605,mp,spipyr,1,5,NA,8.431,18.1
4891,mp,spipyr,2,1,NA,6.841,24.51
5166,mp,spipyr,2,2,NA,5.704,16.44
4850,mp,spipyr,2,3,NA,6.517,22.69
4932,mp,spipyr,2,4,NA,2.921,11.3
4893,mp,spipyr,2,5,NA,3.922,11.29
4813,mp,spipyr,3,1,NA,5.6,21.36
4935,mp,spipyr,3,2,NA,3.89,22.53
4976,mp,spipyr,3,3,NA,4.657,17.92
4735,mp,spipyr,3,4,NA,3.92,16.99
4736,mp,spipyr,3,5,NA,4.082,18.31
4737,mp,spipyr,4,1,NA,3.409,10.4
4738,mp,spipyr,4,2,NA,2.386,7.4
4864,mp,spipyr,4,3,NA,3.443,10.9
4866,mp,spipyr,4,4,NA,2.908,11.7
4784,mp,spipyr,4,5,NA,2.66,11.1
2648,mp,spipyr,5,1,PA,3.205,13.2
2649,mp,spipyr,5,2,PA,2.87,12.8
2650,mp,spipyr,5,3,PA,2.656,12.2
2651,mp,spipyr,5,4,PA,2.795,12.1
2652,mp,spipyr,5,5,PA,3.741,18.2
4953,mp,spipyr,6,1,NA,6.984,26.1
4832,mp,spipyr,6,2,NA,7.86,16.3
4914,mp,spipyr,6,3,NA,6.623,24.2
5036,mp,spipyr,6,4,NA,5.649,29.5
5136,mp,spipyr,6,5,NA,7.626,21.2
4712,mp,spipyr,7,1,NA,9.506,34.9
4834,mp,spipyr,7,2,NA,7.747,29.9
3903,mp,spipyr,7,3,NA,8.832,30.9
3904,mp,spipyr,7,4,NA,9.498,34.6
3905,mp,spipyr,7,5,NA,9.491,32.8
4999,mp,spipyr,8,1,NA,8.524,21
5000,mp,spipyr,8,2,NA,9.943,22
5001,mp,spipyr,8,3,NA,8.361,18.9
5002,mp,spipyr,8,4,NA,9.518,22.1
4882,mp,spipyr,8,5,NA,4.505,8.6
2653,mp,spipyr,9,1,my,6.928,19
2654,mp,spipyr,9,2,my,6.906,20
2655,mp,spipyr,9,3,my,4.885,12.2
2656,mp,spipyr,9,4,my,5.612,15.5
2657,mp,spipyr,9,5,my,6.025,56.3
2658,mp,spipyr,10,1,my,4.232,13.69
2659,mp,spipyr,10,2,my,6.932,20.18
2660,mp,spipyr,10,3,my,4.003,12.74
2661,mp,spipyr,10,4,my,6.495,20.52
2662,mp,spipyr,10,5,my,6.369,21.69
3921,mp,spipyr,1_02,1,NA,NA,22.77
3922,mp,spipyr,1_02,2,NA,NA,11.33
4895,mp,spipyr,1_02,3,NA,NA,17.17
5004,mp,spipyr,1_02,4,NA,NA,16.87
5005,mp,spipyr,1_02,5,NA,NA,17.77
2663,mp,symalb,1,1,PA,7.302,23.7
2664,mp,symalb,1,2,PA,6.907,17.3
2665,mp,symalb,1,3,PA,5.205,11.3
2666,mp,symalb,1,4,PA,8.079,25.4
2667,mp,symalb,1,5,PA,6.15,16.2
2668,mp,symalb,3,1,my,6.309,39.6
2669,mp,symalb,3,2,my,5.974,32.5
2670,mp,symalb,3,3,my,10.364,64.4
2671,mp,symalb,3,4,my,5.184,29.3
2672,mp,symalb,3,5,my,5.304,30.2
2673,mp,symalb,4,1,PA,9.332,18.9
2674,mp,symalb,4,2,PA,9.984,26.7
2675,mp,symalb,4,3,PA,12.813,33.3
2676,mp,symalb,4,4,PA,8.477,22.3
2677,mp,symalb,4,5,PA,8.84,23.9
2678,mp,symalb,5,1,my,7.186,32.6
2679,mp,symalb,5,2,my,3.965,15
2680,mp,symalb,5,3,my,6.5,25.5
2681,mp,symalb,5,4,my,7.799,34.6
2682,mp,symalb,5,5,my,6.117,26.2
5026,mp,symalb,6,1,NA,5.958,38.1
5027,mp,symalb,6,2,NA,14.269,30.1
5041,mp,symalb,6,3,NA,8.019,23.1
5042,mp,symalb,6,4,NA,9.125,43
5017,mp,symalb,6,5,NA,12.216,16.3
2683,mp,symalb,7,1,my,5.96,22.1
2684,mp,symalb,7,2,my,7.668,28.6
2685,mp,symalb,7,3,my,6.896,28.9
2686,mp,symalb,7,4,my,4.918,16.8
2687,mp,symalb,7,5,my,4.271,18.9
2688,mp,symalb,8,1,my,3.341,14.4
2689,mp,symalb,8,2,my,3.616,14.6
2690,mp,symalb,8,3,my,3.953,15.3
2691,mp,symalb,8,4,my,4.155,15.2
2692,mp,symalb,8,5,my,4.897,17.8
3961,mp,symalb,9,1,NA,3.573,18.8
3962,mp,symalb,9,2,NA,4.006,28.3
3963,mp,symalb,9,3,NA,3.481,18.4
4936,mp,symalb,9,4,NA,3.356,19.8
4937,mp,symalb,9,5,NA,3.568,17.7
